model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
GFDL-CM3,rcp45,September,9,2021,2021 9 01,9.9,10.7,11.7
GFDL-CM3,rcp45,September,9,2022,2022 9 01,10.7,11.4,12.3
GFDL-CM3,rcp45,September,9,2023,2023 9 01,10.6,11.4,12.4
GFDL-CM3,rcp45,September,9,2024,2024 9 01,9.9,10.7,11.7
GFDL-CM3,rcp45,September,9,2025,2025 9 01,10.7,11.6,12.7
GFDL-CM3,rcp45,September,9,2026,2026 9 01,8.9,9.8,11
GFDL-CM3,rcp45,September,9,2027,2027 9 01,11.1,12,12.9
GFDL-CM3,rcp45,September,9,2028,2028 9 01,10.5,11.5,12.5
GFDL-CM3,rcp45,September,9,2029,2029 9 01,9.1,10.3,11.6
GFDL-CM3,rcp45,September,9,2030,2030 9 01,10.3,11.1,12.1
GFDL-CM3,rcp45,September,9,2031,2031 9 01,10.5,11.3,12.4
GFDL-CM3,rcp45,September,9,2032,2032 9 01,11.2,12,12.8
GFDL-CM3,rcp45,September,9,2033,2033 9 01,11.1,11.9,12.6
GFDL-CM3,rcp45,September,9,2034,2034 9 01,10.3,11.4,12.6
GFDL-CM3,rcp45,September,9,2035,2035 9 01,10.5,11.4,12.5
GFDL-CM3,rcp45,September,9,2036,2036 9 01,11.1,12,13
GFDL-CM3,rcp45,September,9,2037,2037 9 01,10.2,11.2,12.4
GFDL-CM3,rcp45,September,9,2038,2038 9 01,10.2,11.2,12.5
GFDL-CM3,rcp45,September,9,2039,2039 9 01,10.1,11.1,12.4
GFDL-CM3,rcp45,September,9,2040,2040 9 01,11.7,12.7,13.8
GFDL-CM3,rcp45,September,9,2041,2041 9 01,10.4,11.4,12.5
GFDL-CM3,rcp45,September,9,2042,2042 9 01,10,11,12
GFDL-CM3,rcp45,September,9,2043,2043 9 01,9.3,10.5,11.9
GFDL-CM3,rcp45,September,9,2044,2044 9 01,12.2,13.1,13.9
GFDL-CM3,rcp45,September,9,2045,2045 9 01,11.2,12,13
GFDL-CM3,rcp45,September,9,2046,2046 9 01,10.7,11.6,12.7
GFDL-CM3,rcp45,September,9,2047,2047 9 01,10.6,11.7,13
GFDL-CM3,rcp45,September,9,2048,2048 9 01,10.9,11.6,12.5
GFDL-CM3,rcp45,September,9,2049,2049 9 01,11.3,12.1,13.1
GFDL-CM3,rcp45,September,9,2050,2050 9 01,9.8,10.9,12.2
GFDL-CM3,rcp45,September,9,2051,2051 9 01,11.7,12.6,13.5
GFDL-CM3,rcp45,September,9,2052,2052 9 01,10.9,11.8,12.9
GFDL-CM3,rcp45,September,9,2053,2053 9 01,11.7,12.6,13.6
GFDL-CM3,rcp45,September,9,2054,2054 9 01,11.7,12.6,13.6
GFDL-CM3,rcp45,September,9,2055,2055 9 01,12.7,13.5,14.5
GFDL-CM3,rcp45,September,9,2056,2056 9 01,11.3,12.3,13.3
GFDL-CM3,rcp45,September,9,2057,2057 9 01,10.1,11.3,12.7
GFDL-CM3,rcp45,September,9,2058,2058 9 01,11.2,12.3,13.4
GFDL-CM3,rcp45,September,9,2059,2059 9 01,11.7,12.5,13.5
GFDL-CM3,rcp45,September,9,2060,2060 9 01,12,13,14.2
GFDL-CM3,rcp45,September,9,2061,2061 9 01,9.7,10.7,12.1
GFDL-CM3,rcp45,September,9,2062,2062 9 01,10.8,11.6,12.5
GFDL-CM3,rcp45,September,9,2063,2063 9 01,11.6,12.7,13.8
GFDL-CM3,rcp45,September,9,2064,2064 9 01,10.7,11.9,13
GFDL-CM3,rcp45,September,9,2065,2065 9 01,11.9,12.8,13.9
GFDL-CM3,rcp45,September,9,2066,2066 9 01,13.3,14.1,15
GFDL-CM3,rcp45,September,9,2067,2067 9 01,8.8,9.8,11.1
GFDL-CM3,rcp45,September,9,2068,2068 9 01,11.4,12.3,13.4
GFDL-CM3,rcp45,September,9,2069,2069 9 01,11,12.1,13.1
GFDL-CM3,rcp45,September,9,2070,2070 9 01,12.6,13.3,14.3
GFDL-CM3,rcp45,September,9,2071,2071 9 01,12.1,12.9,13.9
GFDL-CM3,rcp45,September,9,2072,2072 9 01,10.9,12,13.2
GFDL-CM3,rcp45,September,9,2073,2073 9 01,12.5,13.3,14.4
GFDL-CM3,rcp45,September,9,2074,2074 9 01,12.3,13.1,14
GFDL-CM3,rcp45,September,9,2075,2075 9 01,10.6,11.6,12.8
GFDL-CM3,rcp45,September,9,2076,2076 9 01,11.2,12.1,13.2
GFDL-CM3,rcp45,September,9,2077,2077 9 01,12.8,13.8,14.8
GFDL-CM3,rcp45,September,9,2078,2078 9 01,9.8,11,12.3
GFDL-CM3,rcp45,September,9,2079,2079 9 01,10.8,11.8,13.2
GFDL-CM3,rcp45,September,9,2080,2080 9 01,11.5,12.2,13.1
GFDL-CM3,rcp45,September,9,2081,2081 9 01,10.3,11.1,12.1
GFDL-CM3,rcp45,September,9,2082,2082 9 01,12.4,13.1,13.9
GFDL-CM3,rcp45,September,9,2083,2083 9 01,11.2,12.1,13.2
GFDL-CM3,rcp45,September,9,2084,2084 9 01,12.9,13.7,14.4
GFDL-CM3,rcp45,September,9,2085,2085 9 01,12.2,13,14
GFDL-CM3,rcp45,September,9,2086,2086 9 01,11.2,12.3,13.4
GFDL-CM3,rcp45,September,9,2087,2087 9 01,11.2,12.1,13.1
GFDL-CM3,rcp45,September,9,2088,2088 9 01,10.9,12,13.1
GFDL-CM3,rcp45,September,9,2089,2089 9 01,10.7,12,13.5
GFDL-CM3,rcp45,September,9,2090,2090 9 01,10.4,11.5,12.8
GFDL-CM3,rcp45,September,9,2091,2091 9 01,11.5,12.4,13.6
GFDL-CM3,rcp45,September,9,2092,2092 9 01,11.9,12.9,13.9
GFDL-CM3,rcp45,September,9,2093,2093 9 01,11,12.3,13.6
GFDL-CM3,rcp45,September,9,2094,2094 9 01,11.1,12.2,13.3
GFDL-CM3,rcp45,September,9,2095,2095 9 01,12.3,13.1,14.1
GFDL-CM3,rcp45,September,9,2096,2096 9 01,12.2,13.3,14.5
GFDL-CM3,rcp45,September,9,2097,2097 9 01,11.2,12.2,13.4
GFDL-CM3,rcp45,September,9,2098,2098 9 01,11.8,12.7,13.8
GFDL-CM3,rcp45,September,9,2099,2099 9 01,11.8,13,14.4
GFDL-CM3,rcp45,September,9,2100,2100 9 01,11.4,12.3,13.4
GFDL-CM3,rcp45,October,10,2006,2006 10 01,6.6,7.6,8.7
GFDL-CM3,rcp45,October,10,2007,2007 10 01,4.5,5.5,6.9
GFDL-CM3,rcp45,October,10,2008,2008 10 01,3.4,4.6,6
GFDL-CM3,rcp45,October,10,2009,2009 10 01,6.6,7.3,8.3
GFDL-CM3,rcp45,October,10,2010,2010 10 01,7.1,7.7,8.7
GFDL-CM3,rcp45,October,10,2011,2011 10 01,4,5.2,6.6
GFDL-CM3,rcp45,October,10,2012,2012 10 01,2.4,3.8,5.5
GFDL-CM3,rcp45,October,10,2013,2013 10 01,6.6,7.7,8.9
GFDL-CM3,rcp45,October,10,2014,2014 10 01,5.9,7,8.3
GFDL-CM3,rcp45,October,10,2015,2015 10 01,4.6,5.6,7
GFDL-CM3,rcp45,October,10,2016,2016 10 01,6.5,7.2,8.3
GFDL-CM3,rcp45,October,10,2017,2017 10 01,1.9,3.7,4.8
GFDL-CM3,rcp45,October,10,2018,2018 10 01,2.9,3.9,5.3
GFDL-CM3,rcp45,October,10,2019,2019 10 01,5.7,6.7,8
GFDL-CM3,rcp45,October,10,2020,2020 10 01,5.5,6.5,7.6
GFDL-CM3,rcp45,October,10,2021,2021 10 01,7.5,8.5,9.5
GFDL-CM3,rcp45,October,10,2022,2022 10 01,3.7,4.8,6.3
GFDL-CM3,rcp45,October,10,2023,2023 10 01,3,4.4,6
GFDL-CM3,rcp45,October,10,2024,2024 10 01,5.3,6.4,7.8
GFDL-CM3,rcp45,October,10,2025,2025 10 01,7.7,8.4,9.2
GFDL-CM3,rcp45,October,10,2026,2026 10 01,4.8,5.8,7.2
GFDL-CM3,rcp45,October,10,2027,2027 10 01,6.6,7.5,8.6
GFDL-CM3,rcp45,October,10,2028,2028 10 01,5.5,6.6,7.9
GFDL-CM3,rcp45,October,10,2029,2029 10 01,4.6,5.8,7.3
GFDL-CM3,rcp45,October,10,2030,2030 10 01,4.3,5.4,6.9
GFDL-CM3,rcp45,October,10,2031,2031 10 01,6.8,7.8,9.3
GFDL-CM3,rcp45,October,10,2032,2032 10 01,6.1,7.2,8.5
GFDL-CM3,rcp45,October,10,2033,2033 10 01,6.7,7.5,8.6
GFDL-CM3,rcp45,October,10,2034,2034 10 01,5.6,6.6,8
GFDL-CM3,rcp45,October,10,2035,2035 10 01,3.5,4.5,6.1
GFDL-CM3,rcp45,October,10,2036,2036 10 01,6.9,7.9,9.3
GFDL-CM3,rcp45,October,10,2037,2037 10 01,6.8,7.8,8.9
GFDL-CM3,rcp45,October,10,2038,2038 10 01,5.8,6.8,8.1
GFDL-CM3,rcp45,October,10,2039,2039 10 01,7.3,8.2,9.4
GFDL-CM3,rcp45,October,10,2040,2040 10 01,6.2,7.3,8.8
GFDL-CM3,rcp45,October,10,2041,2041 10 01,6.4,7.4,8.7
GFDL-CM3,rcp45,October,10,2042,2042 10 01,6.9,7.8,8.9
GFDL-CM3,rcp45,October,10,2043,2043 10 01,7.7,8.4,9.4
GFDL-CM3,rcp45,October,10,2044,2044 10 01,10.4,11.1,12.1
GFDL-CM3,rcp45,October,10,2045,2045 10 01,5.2,6.6,8.5
GFDL-CM3,rcp45,October,10,2046,2046 10 01,7.8,8.7,9.8
GFDL-CM3,rcp45,October,10,2047,2047 10 01,6.4,7.8,9.4
GFDL-CM3,rcp45,October,10,2048,2048 10 01,4.9,6.1,7.5
GFDL-CM3,rcp45,October,10,2049,2049 10 01,7.9,8.9,10
GFDL-CM3,rcp45,October,10,2050,2050 10 01,6,7.1,8.4
GFDL-CM3,rcp45,October,10,2051,2051 10 01,8.4,9.2,10.1
GFDL-CM3,rcp45,October,10,2052,2052 10 01,7.9,8.9,10.1
GFDL-CM3,rcp45,October,10,2053,2053 10 01,7.2,8.2,9.5
GFDL-CM3,rcp45,October,10,2054,2054 10 01,7.4,8.3,9.7
GFDL-CM3,rcp45,October,10,2055,2055 10 01,6.6,7.5,8.8
GFDL-CM3,rcp45,October,10,2056,2056 10 01,7,8,9.1
GFDL-CM3,rcp45,October,10,2057,2057 10 01,7.3,8.4,9.6
GFDL-CM3,rcp45,October,10,2058,2058 10 01,6.9,7.9,9.1
GFDL-CM3,rcp45,October,10,2059,2059 10 01,8.2,9.1,10.2
GFDL-CM3,rcp45,October,10,2060,2060 10 01,4.5,5.9,7.8
GFDL-CM3,rcp45,October,10,2061,2061 10 01,8,8.7,9.7
GFDL-CM3,rcp45,October,10,2062,2062 10 01,6.5,7.9,9.5
GFDL-CM3,rcp45,October,10,2063,2063 10 01,8.5,9.5,10.8
GFDL-CM3,rcp45,October,10,2064,2064 10 01,7.2,8.5,10.3
GFDL-CM3,rcp45,October,10,2065,2065 10 01,8,9.1,10.4
GFDL-CM3,rcp45,October,10,2066,2066 10 01,6.4,7.4,8.6
GFDL-CM3,rcp45,October,10,2067,2067 10 01,6.5,7.4,8.5
GFDL-CM3,rcp45,October,10,2068,2068 10 01,8.8,9.4,10.3
GFDL-CM3,rcp45,October,10,2069,2069 10 01,6.2,7.1,8.2
GFDL-CM3,rcp45,October,10,2070,2070 10 01,9.4,10,11
GFDL-CM3,rcp45,October,10,2071,2071 10 01,8.6,9.5,10.6
GFDL-CM3,rcp45,October,10,2072,2072 10 01,4.5,6.1,8.1
GFDL-CM3,rcp45,October,10,2073,2073 10 01,8.8,9.6,10.6
GFDL-CM3,rcp45,October,10,2074,2074 10 01,5.5,6.7,8.1
GFDL-CM3,rcp45,October,10,2075,2075 10 01,7,8,9.3
GFDL-CM3,rcp45,October,10,2076,2076 10 01,7.4,8.3,9.4
GFDL-CM3,rcp45,October,10,2077,2077 10 01,8.5,9.2,10.3
GFDL-CM3,rcp45,October,10,2078,2078 10 01,5.6,6.7,8.2
GFDL-CM3,rcp45,October,10,2079,2079 10 01,6.5,7.8,9.4
GFDL-CM3,rcp45,October,10,2080,2080 10 01,7.5,8.3,9.5
GFDL-CM3,rcp45,October,10,2081,2081 10 01,6,7.4,9
GFDL-CM3,rcp45,October,10,2082,2082 10 01,7.4,8.8,10.4
GFDL-CM3,rcp45,October,10,2083,2083 10 01,8.4,9.4,10.5
GFDL-CM3,rcp45,October,10,2084,2084 10 01,6.7,7.8,9.1
GFDL-CM3,rcp45,October,10,2085,2085 10 01,6.5,7.5,8.8
GFDL-CM3,rcp45,October,10,2086,2086 10 01,6.9,7.8,9.1
GFDL-CM3,rcp45,October,10,2087,2087 10 01,7.7,8.6,9.7
GFDL-CM3,rcp45,October,10,2088,2088 10 01,6.1,7.2,8.6
GFDL-CM3,rcp45,October,10,2089,2089 10 01,8.2,9.4,10.6
GFDL-CM3,rcp45,October,10,2090,2090 10 01,8.2,9.3,10.6
GFDL-CM3,rcp45,October,10,2091,2091 10 01,6.8,7.8,9
GFDL-CM3,rcp45,October,10,2092,2092 10 01,8.3,9.5,10.9
GFDL-CM3,rcp45,October,10,2093,2093 10 01,9.1,9.9,10.9
GFDL-CM3,rcp45,October,10,2094,2094 10 01,6.5,7.7,9
GFDL-CM3,rcp45,October,10,2095,2095 10 01,9.1,10.1,11.1
GFDL-CM3,rcp45,October,10,2096,2096 10 01,9.6,10.6,11.7
GFDL-CM3,rcp45,October,10,2097,2097 10 01,9.5,10.4,11.5
GFDL-CM3,rcp45,October,10,2098,2098 10 01,7.3,8.6,10.2
GFDL-CM3,rcp45,October,10,2099,2099 10 01,9.2,10.1,11.2
GFDL-CM3,rcp45,October,10,2100,2100 10 01,6.7,7.7,9
GFDL-CM3,rcp45,November,11,2006,2006 11 01,2.6,3.8,5.1
GFDL-CM3,rcp45,November,11,2007,2007 11 01,-1.6,0.3,1.9
GFDL-CM3,rcp45,November,11,2008,2008 11 01,-8,-5.3,-3.7
GFDL-CM3,rcp45,November,11,2009,2009 11 01,-2.5,-0.7,0.9
GFDL-CM3,rcp45,November,11,2010,2010 11 01,2,3.5,4.9
GFDL-CM3,rcp45,November,11,2011,2011 11 01,-8.1,-5,-3
GFDL-CM3,rcp45,November,11,2012,2012 11 01,-2.4,-0.4,1.5
GFDL-CM3,rcp45,November,11,2013,2013 11 01,-3.2,-0.9,1.2
GFDL-CM3,rcp45,November,11,2014,2014 11 01,-0.3,1.5,3
GFDL-CM3,rcp45,November,11,2015,2015 11 01,-5.3,-3.2,-2.5
GFDL-CM3,rcp45,November,11,2016,2016 11 01,1,2.5,4
GFDL-CM3,rcp45,November,11,2017,2017 11 01,-2.5,-0.9,0.7
GFDL-CM3,rcp45,November,11,2018,2018 11 01,-2,0.1,2.3
GFDL-CM3,rcp45,November,11,2019,2019 11 01,-3.2,-1.7,0.2
GFDL-CM3,rcp45,November,11,2020,2020 11 01,-0.5,0.9,2.4
GFDL-CM3,rcp45,November,11,2021,2021 11 01,1.2,2.8,4.3
GFDL-CM3,rcp45,November,11,2022,2022 11 01,0.7,2.3,3.9
GFDL-CM3,rcp45,November,11,2023,2023 11 01,-0.5,0.6,2.2
GFDL-CM3,rcp45,November,11,2024,2024 11 01,-2.8,-0.7,1.5
GFDL-CM3,rcp45,November,11,2025,2025 11 01,-2.5,-0.2,2.2
GFDL-CM3,rcp45,November,11,2026,2026 11 01,-0.2,1.5,3.1
GFDL-CM3,rcp45,November,11,2027,2027 11 01,1.2,2.6,4.1
GFDL-CM3,rcp45,November,11,2028,2028 11 01,-1.8,0,1.9
GFDL-CM3,rcp45,November,11,2029,2029 11 01,-2.8,-1,0.8
GFDL-CM3,rcp45,November,11,2030,2030 11 01,0.1,1.2,2.7
GFDL-CM3,rcp45,November,11,2031,2031 11 01,3,3.9,5.3
GFDL-CM3,rcp45,November,11,2032,2032 11 01,-5.7,-3.5,-2
GFDL-CM3,rcp45,November,11,2033,2033 11 01,2.4,4,5.4
GFDL-CM3,rcp45,November,11,2034,2034 11 01,-1.4,0.1,1.7
GFDL-CM3,rcp45,November,11,2035,2035 11 01,-2,-0.2,1.7
GFDL-CM3,rcp45,November,11,2036,2036 11 01,3.9,4.8,5.9
GFDL-CM3,rcp45,November,11,2037,2037 11 01,-0.5,1.2,2.9
GFDL-CM3,rcp45,November,11,2038,2038 11 01,0.1,1.6,3.2
GFDL-CM3,rcp45,November,11,2039,2039 11 01,1.8,3.5,4.9
GFDL-CM3,rcp45,November,11,2040,2040 11 01,1.5,3.1,5.1
GFDL-CM3,rcp45,November,11,2041,2041 11 01,-5,-2.5,-1.9
GFDL-CM3,rcp45,November,11,2042,2042 11 01,3.3,4.2,5.1
GFDL-CM3,rcp45,November,11,2043,2043 11 01,0.7,2,3.6
GFDL-CM3,rcp45,November,11,2044,2044 11 01,0.2,2.1,4.2
GFDL-CM3,rcp45,November,11,2045,2045 11 01,4.7,5.7,6.7
GFDL-CM3,rcp45,November,11,2046,2046 11 01,-1.1,0.9,3.1
GFDL-CM3,rcp45,November,11,2047,2047 11 01,-0.8,1.2,3.5
GFDL-CM3,rcp45,November,11,2048,2048 11 01,-2,0.3,2.7
GFDL-CM3,rcp45,November,11,2049,2049 11 01,-3.5,-1.9,-0.2
GFDL-CM3,rcp45,November,11,2050,2050 11 01,-0.1,1.3,2.7
GFDL-CM3,rcp45,November,11,2051,2051 11 01,0.4,1.9,3.3
GFDL-CM3,rcp45,November,11,2052,2052 11 01,-0.2,2.1,4.4
GFDL-CM3,rcp45,November,11,2053,2053 11 01,0.1,1.6,3.1
GFDL-CM3,rcp45,November,11,2054,2054 11 01,0.4,1.8,3.4
GFDL-CM3,rcp45,November,11,2055,2055 11 01,-2.2,-0.8,0.9
GFDL-CM3,rcp45,November,11,2056,2056 11 01,-1.2,0.8,2.7
GFDL-CM3,rcp45,November,11,2057,2057 11 01,-1,0.9,2.9
GFDL-CM3,rcp45,November,11,2058,2058 11 01,-2.2,-0.9,0.5
GFDL-CM3,rcp45,November,11,2059,2059 11 01,1.9,3.3,4.5
GFDL-CM3,rcp45,November,11,2060,2060 11 01,-2.7,-1.3,0.3
GFDL-CM3,rcp45,November,11,2061,2061 11 01,4.2,5.6,7.2
GFDL-CM3,rcp45,November,11,2062,2062 11 01,2.2,4,5.7
GFDL-CM3,rcp45,November,11,2063,2063 11 01,4,5.6,7.1
GFDL-CM3,rcp45,November,11,2064,2064 11 01,3.5,4.9,6.3
GFDL-CM3,rcp45,November,11,2065,2065 11 01,-1.5,-0.1,1.6
GFDL-CM3,rcp45,November,11,2066,2066 11 01,0.7,2.7,4.6
GFDL-CM3,rcp45,November,11,2067,2067 11 01,2,3.1,4.3
GFDL-CM3,rcp45,November,11,2068,2068 11 01,1.7,3.1,4.7
GFDL-CM3,rcp45,November,11,2069,2069 11 01,1.9,3.6,5
GFDL-CM3,rcp45,November,11,2070,2070 11 01,0.9,2.5,4.3
GFDL-CM3,rcp45,November,11,2071,2071 11 01,4,5.1,6.2
GFDL-CM3,rcp45,November,11,2072,2072 11 01,-0.5,1.5,3.5
GFDL-CM3,rcp45,November,11,2073,2073 11 01,1.6,2.8,4.2
GFDL-CM3,rcp45,November,11,2074,2074 11 01,0.2,1.8,3.6
GFDL-CM3,rcp45,November,11,2075,2075 11 01,1.1,2.6,4.3
GFDL-CM3,rcp45,November,11,2076,2076 11 01,0.9,2.4,3.8
GFDL-CM3,rcp45,November,11,2077,2077 11 01,3.8,5.1,6.3
GFDL-CM3,rcp45,November,11,2078,2078 11 01,1.1,2.9,4.6
GFDL-CM3,rcp45,November,11,2079,2079 11 01,3.8,4.8,5.9
GFDL-CM3,rcp45,November,11,2080,2080 11 01,3.9,5.3,6.6
GFDL-CM3,rcp45,November,11,2081,2081 11 01,0.8,2.2,3.9
GFDL-CM3,rcp45,November,11,2082,2082 11 01,0.7,2.2,3.8
GFDL-CM3,rcp45,November,11,2083,2083 11 01,4.5,5.9,7.4
GFDL-CM3,rcp45,November,11,2084,2084 11 01,1.6,3.2,4.7
GFDL-CM3,rcp45,November,11,2085,2085 11 01,1.2,2.6,4.1
GFDL-CM3,rcp45,November,11,2086,2086 11 01,3.3,4.8,6.4
GFDL-CM3,rcp45,November,11,2087,2087 11 01,2.3,3.5,4.8
GFDL-CM3,rcp45,November,11,2088,2088 11 01,-0.8,0.9,2.6
GFDL-CM3,rcp45,November,11,2089,2089 11 01,4.7,6,7.3
GFDL-CM3,rcp45,November,11,2090,2090 11 01,3.5,4.9,6.3
GFDL-CM3,rcp45,November,11,2091,2091 11 01,2.6,4,5.3
GFDL-CM3,rcp45,November,11,2092,2092 11 01,2.6,4,5.4
GFDL-CM3,rcp45,November,11,2093,2093 11 01,4.5,6,7.3
GFDL-CM3,rcp45,November,11,2094,2094 11 01,-0.8,0.3,1.9
GFDL-CM3,rcp45,November,11,2095,2095 11 01,3.7,5,6.2
GFDL-CM3,rcp45,November,11,2096,2096 11 01,3.1,4.4,5.7
GFDL-CM3,rcp45,November,11,2097,2097 11 01,1.3,2.7,4.2
GFDL-CM3,rcp45,November,11,2098,2098 11 01,2.6,3.9,5.3
GFDL-CM3,rcp45,November,11,2099,2099 11 01,3.6,5,6.5
GFDL-CM3,rcp45,November,11,2100,2100 11 01,0.9,1.9,3.1
GFDL-CM3,rcp45,December,12,2006,2006 12 01,0.1,1.6,3.2
GFDL-CM3,rcp45,December,12,2007,2007 12 01,0,1.4,2.8
GFDL-CM3,rcp45,December,12,2008,2008 12 01,-3.8,-2.2,-0.4
GFDL-CM3,rcp45,December,12,2009,2009 12 01,-6.8,-4.7,-2.7
GFDL-CM3,rcp45,December,12,2010,2010 12 01,-4.4,-2.8,-1.1
GFDL-CM3,rcp45,December,12,2011,2011 12 01,-1.2,0.7,2.4
GFDL-CM3,rcp45,December,12,2012,2012 12 01,-0.7,1.4,3.4
GFDL-CM3,rcp45,December,12,2013,2013 12 01,-9.6,-7.5,-6.1
GFDL-CM3,rcp45,December,12,2014,2014 12 01,-8.6,-6.5,-5.4
GFDL-CM3,rcp45,December,12,2015,2015 12 01,-7.8,-6.1,-4.7
GFDL-CM3,rcp45,December,12,2016,2016 12 01,-6.2,-4.6,-3.1
GFDL-CM3,rcp45,December,12,2017,2017 12 01,-4.8,-3.3,-1.6
GFDL-CM3,rcp45,December,12,2018,2018 12 01,-1.9,-0.4,0.9
GFDL-CM3,rcp45,December,12,2019,2019 12 01,-1.6,-0.1,1.6
GFDL-CM3,rcp45,December,12,2020,2020 12 01,-4.5,-2.6,-1
GFDL-CM3,rcp45,December,12,2021,2021 12 01,-2.3,-0.4,1.5
GFDL-CM3,rcp45,December,12,2022,2022 12 01,-1.5,0.1,1.7
GFDL-CM3,rcp45,December,12,2023,2023 12 01,-1.1,0.4,2
GFDL-CM3,rcp45,December,12,2024,2024 12 01,-2,0.2,1.9
GFDL-CM3,rcp45,December,12,2025,2025 12 01,-7,-4.9,-3.1
GFDL-CM3,rcp45,December,12,2026,2026 12 01,0.7,1.8,3.1
GFDL-CM3,rcp45,December,12,2027,2027 12 01,-3.1,-1,1
GFDL-CM3,rcp45,December,12,2028,2028 12 01,-9.9,-5.3,-6.3
GFDL-CM3,rcp45,December,12,2029,2029 12 01,-4.1,-1.7,0.5
GFDL-CM3,rcp45,December,12,2030,2030 12 01,-3.8,-1.7,0.4
GFDL-CM3,rcp45,December,12,2031,2031 12 01,1.8,3.3,4.7
GFDL-CM3,rcp45,December,12,2032,2032 12 01,-6.7,-4.6,-2.8
GFDL-CM3,rcp45,December,12,2033,2033 12 01,-2.4,-0.4,1.6
GFDL-CM3,rcp45,December,12,2034,2034 12 01,-8.2,-4.4,-4.9
GFDL-CM3,rcp45,December,12,2035,2035 12 01,-2.1,-0.8,0.7
GFDL-CM3,rcp45,December,12,2036,2036 12 01,-1.7,-0.2,1.2
GFDL-CM3,rcp45,December,12,2037,2037 12 01,-4.7,-3.1,-1.3
GFDL-CM3,rcp45,December,12,2038,2038 12 01,-0.3,1.2,2.7
GFDL-CM3,rcp45,December,12,2039,2039 12 01,2.9,3.8,4.9
GFDL-CM3,rcp45,December,12,2040,2040 12 01,-3.3,-1.6,-0.1
GFDL-CM3,rcp45,December,12,2041,2041 12 01,-5.3,-3.6,-1.8
GFDL-CM3,rcp45,December,12,2042,2042 12 01,-4,-2.4,-0.7
GFDL-CM3,rcp45,December,12,2043,2043 12 01,-1.1,0.5,2.1
GFDL-CM3,rcp45,December,12,2044,2044 12 01,-9,-4.5,-5.9
GFDL-CM3,rcp45,December,12,2045,2045 12 01,-0.3,1.3,2.9
GFDL-CM3,rcp45,December,12,2046,2046 12 01,-4.9,-3.1,-1.5
GFDL-CM3,rcp45,December,12,2047,2047 12 01,0.4,2.2,4.1
GFDL-CM3,rcp45,December,12,2048,2048 12 01,-4.3,-2.3,-0.3
GFDL-CM3,rcp45,December,12,2049,2049 12 01,-4.7,-2.6,-0.5
GFDL-CM3,rcp45,December,12,2050,2050 12 01,0.3,1.4,2.6
GFDL-CM3,rcp45,December,12,2051,2051 12 01,1.3,2.7,4
GFDL-CM3,rcp45,December,12,2052,2052 12 01,-6.6,-3.7,-1.3
GFDL-CM3,rcp45,December,12,2053,2053 12 01,-2.5,-0.8,0.9
GFDL-CM3,rcp45,December,12,2054,2054 12 01,1.3,2.5,3.8
GFDL-CM3,rcp45,December,12,2055,2055 12 01,-2.4,-0.9,0.9
GFDL-CM3,rcp45,December,12,2056,2056 12 01,-2.1,-0.5,1.1
GFDL-CM3,rcp45,December,12,2057,2057 12 01,-1.7,-0.4,1.2
GFDL-CM3,rcp45,December,12,2058,2058 12 01,-3.2,-1.5,0.2
GFDL-CM3,rcp45,December,12,2059,2059 12 01,-0.2,1.1,2.6
GFDL-CM3,rcp45,December,12,2060,2060 12 01,-1.6,0,1.4
GFDL-CM3,rcp45,December,12,2061,2061 12 01,3.6,4.5,5.5
GFDL-CM3,rcp45,December,12,2062,2062 12 01,-0.9,0.3,1.7
GFDL-CM3,rcp45,December,12,2063,2063 12 01,-0.9,0.7,2.4
GFDL-CM3,rcp45,December,12,2064,2064 12 01,0.9,2.2,3.5
GFDL-CM3,rcp45,December,12,2065,2065 12 01,-4.7,-3.1,-1.6
GFDL-CM3,rcp45,December,12,2066,2066 12 01,-4,-1.9,0
GFDL-CM3,rcp45,December,12,2067,2067 12 01,-2.5,-0.7,1
GFDL-CM3,rcp45,December,12,2068,2068 12 01,0,1.6,3.2
GFDL-CM3,rcp45,December,12,2069,2069 12 01,-3.9,-2,0.3
GFDL-CM3,rcp45,December,12,2070,2070 12 01,0.6,2.1,3.7
GFDL-CM3,rcp45,December,12,2071,2071 12 01,-2.8,-0.9,1
GFDL-CM3,rcp45,December,12,2072,2072 12 01,-6.4,-3.6,-2.9
GFDL-CM3,rcp45,December,12,2073,2073 12 01,-0.4,0.9,2.2
GFDL-CM3,rcp45,December,12,2074,2074 12 01,1.1,2.7,4.1
GFDL-CM3,rcp45,December,12,2075,2075 12 01,-6.1,-3.6,-2.6
GFDL-CM3,rcp45,December,12,2076,2076 12 01,2.7,3.8,4.8
GFDL-CM3,rcp45,December,12,2077,2077 12 01,-5.2,-3.3,-1.4
GFDL-CM3,rcp45,December,12,2078,2078 12 01,-0.7,0.8,2.5
GFDL-CM3,rcp45,December,12,2079,2079 12 01,-0.3,1.3,2.9
GFDL-CM3,rcp45,December,12,2080,2080 12 01,-2.7,-0.9,1
GFDL-CM3,rcp45,December,12,2081,2081 12 01,-0.6,1.1,2.6
GFDL-CM3,rcp45,December,12,2082,2082 12 01,-6.5,-3.3,-1.7
GFDL-CM3,rcp45,December,12,2083,2083 12 01,-2.3,-0.5,1.2
