model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
NCAR-CCSM4,rcp45,October,10,2059,2059 10 01,7.9,6.2,10.5
NCAR-CCSM4,rcp45,October,10,2060,2060 10 01,4.2,7.8,8.4
NCAR-CCSM4,rcp45,October,10,2061,2061 10 01,7.5,7.1,10.1
NCAR-CCSM4,rcp45,October,10,2062,2062 10 01,9.1,9.2,11.7
NCAR-CCSM4,rcp45,October,10,2063,2063 10 01,10.6,7.8,13.6
NCAR-CCSM4,rcp45,October,10,2064,2064 10 01,8,7.7,10.8
NCAR-CCSM4,rcp45,October,10,2065,2065 10 01,7.8,8.4,10.4
NCAR-CCSM4,rcp45,October,10,2066,2066 10 01,5.7,7.6,9.8
NCAR-CCSM4,rcp45,October,10,2067,2067 10 01,5.9,7.5,9
NCAR-CCSM4,rcp45,October,10,2068,2068 10 01,3.2,6.6,7.2
NCAR-CCSM4,rcp45,October,10,2069,2069 10 01,6.2,6,8.8
NCAR-CCSM4,rcp45,October,10,2070,2070 10 01,6.7,5.7,9.3
NCAR-CCSM4,rcp45,October,10,2071,2071 10 01,10.5,12.3,12.8
NCAR-CCSM4,rcp45,October,10,2072,2072 10 01,7.1,8.9,9.6
NCAR-CCSM4,rcp45,October,10,2073,2073 10 01,7.6,9.8,10.3
NCAR-CCSM4,rcp45,October,10,2074,2074 10 01,8.3,8.3,10.9
NCAR-CCSM4,rcp45,October,10,2075,2075 10 01,7.9,8.9,10.5
NCAR-CCSM4,rcp45,October,10,2076,2076 10 01,7.6,11.8,10.7
NCAR-CCSM4,rcp45,October,10,2077,2077 10 01,8.7,6.7,11.3
NCAR-CCSM4,rcp45,October,10,2078,2078 10 01,4.2,5,8.2
NCAR-CCSM4,rcp45,October,10,2079,2079 10 01,4.4,7.5,8.4
NCAR-CCSM4,rcp45,October,10,2080,2080 10 01,7,7.7,10.3
NCAR-CCSM4,rcp45,October,10,2081,2081 10 01,7.2,7.2,10.3
NCAR-CCSM4,rcp45,October,10,2082,2082 10 01,8.2,9.1,11
NCAR-CCSM4,rcp45,October,10,2083,2083 10 01,5.4,9,8.7
NCAR-CCSM4,rcp45,October,10,2084,2084 10 01,8,8.6,11.2
NCAR-CCSM4,rcp45,October,10,2085,2085 10 01,5.4,6.4,7.9
NCAR-CCSM4,rcp45,October,10,2086,2086 10 01,4,8.4,7.5
NCAR-CCSM4,rcp45,October,10,2087,2087 10 01,6.3,7.6,9.8
NCAR-CCSM4,rcp45,October,10,2088,2088 10 01,9.5,7.1,11.8
NCAR-CCSM4,rcp45,October,10,2089,2089 10 01,3.4,7.2,6.3
NCAR-CCSM4,rcp45,October,10,2090,2090 10 01,5.6,8.7,9.1
NCAR-CCSM4,rcp45,October,10,2091,2091 10 01,5.1,9.6,8.2
NCAR-CCSM4,rcp45,October,10,2092,2092 10 01,5.5,5.9,9
NCAR-CCSM4,rcp45,October,10,2093,2093 10 01,4.3,3.9,7.4
NCAR-CCSM4,rcp45,October,10,2094,2094 10 01,6.8,7.3,10.2
NCAR-CCSM4,rcp45,October,10,2095,2095 10 01,7.3,11.3,10.3
NCAR-CCSM4,rcp45,October,10,2096,2096 10 01,8.4,7.8,11.3
NCAR-CCSM4,rcp45,October,10,2097,2097 10 01,5.3,7.5,8.8
NCAR-CCSM4,rcp45,October,10,2098,2098 10 01,5.5,7.8,9.7
NCAR-CCSM4,rcp45,October,10,2099,2099 10 01,9,4.5,11.5
NCAR-CCSM4,rcp45,October,10,2100,2100 10 01,7.8,10.3,10.9
NCAR-CCSM4,rcp45,November,11,2006,2006 11 01,0.2,0.6,4.4
NCAR-CCSM4,rcp45,November,11,2007,2007 11 01,4.5,-4.1,7.5
NCAR-CCSM4,rcp45,November,11,2008,2008 11 01,-4.1,3.4,1.2
NCAR-CCSM4,rcp45,November,11,2009,2009 11 01,-4.8,-1.4,0.6
NCAR-CCSM4,rcp45,November,11,2010,2010 11 01,-2.7,4.5,3.6
NCAR-CCSM4,rcp45,November,11,2011,2011 11 01,-2.8,0.6,3.3
NCAR-CCSM4,rcp45,November,11,2012,2012 11 01,-4.3,-2,0.8
NCAR-CCSM4,rcp45,November,11,2013,2013 11 01,3.1,-1.2,6.1
NCAR-CCSM4,rcp45,November,11,2014,2014 11 01,3.1,0.9,6.8
NCAR-CCSM4,rcp45,November,11,2015,2015 11 01,-1.3,0,4.2
NCAR-CCSM4,rcp45,November,11,2016,2016 11 01,-4.2,-0.2,-0.9
NCAR-CCSM4,rcp45,November,11,2017,2017 11 01,-2.8,6.1,2.3
NCAR-CCSM4,rcp45,November,11,2018,2018 11 01,-2.4,3,2.8
NCAR-CCSM4,rcp45,November,11,2019,2019 11 01,-0.7,0.7,3.9
NCAR-CCSM4,rcp45,November,11,2020,2020 11 01,-1.3,-0.1,3.1
NCAR-CCSM4,rcp45,November,11,2021,2021 11 01,-4.1,-0.2,1.4
NCAR-CCSM4,rcp45,November,11,2022,2022 11 01,2.6,4.7,5.3
NCAR-CCSM4,rcp45,November,11,2023,2023 11 01,-2.3,-1.6,3.3
NCAR-CCSM4,rcp45,November,11,2024,2024 11 01,2.6,4.2,6
NCAR-CCSM4,rcp45,November,11,2025,2025 11 01,2,0.3,5.3
NCAR-CCSM4,rcp45,November,11,2026,2026 11 01,1.9,5.9,5.3
NCAR-CCSM4,rcp45,November,11,2027,2027 11 01,-1.1,2,2.3
NCAR-CCSM4,rcp45,November,11,2028,2028 11 01,-1.1,-4.5,2
NCAR-CCSM4,rcp45,November,11,2029,2029 11 01,1.1,3,4.8
NCAR-CCSM4,rcp45,November,11,2030,2030 11 01,-0.4,3,3
NCAR-CCSM4,rcp45,November,11,2031,2031 11 01,0.8,0.5,4.3
NCAR-CCSM4,rcp45,November,11,2032,2032 11 01,-1.2,3.2,2.7
NCAR-CCSM4,rcp45,November,11,2033,2033 11 01,-0.7,-2.5,4.6
NCAR-CCSM4,rcp45,November,11,2034,2034 11 01,-0.4,-0.2,4.5
NCAR-CCSM4,rcp45,November,11,2035,2035 11 01,-3.4,-0.4,0.7
NCAR-CCSM4,rcp45,November,11,2036,2036 11 01,-3.1,-4,1.4
NCAR-CCSM4,rcp45,November,11,2037,2037 11 01,-0.7,2.8,3.1
NCAR-CCSM4,rcp45,November,11,2038,2038 11 01,-1.6,3,2.8
NCAR-CCSM4,rcp45,November,11,2039,2039 11 01,-1.6,4.1,2.8
NCAR-CCSM4,rcp45,November,11,2040,2040 11 01,-4.8,3.4,-0.5
NCAR-CCSM4,rcp45,November,11,2041,2041 11 01,0.5,4.9,4.3
NCAR-CCSM4,rcp45,November,11,2042,2042 11 01,-3.8,0.4,0.8
NCAR-CCSM4,rcp45,November,11,2043,2043 11 01,-0.9,3.3,5.5
NCAR-CCSM4,rcp45,November,11,2044,2044 11 01,-0.6,1.8,3.7
NCAR-CCSM4,rcp45,November,11,2045,2045 11 01,-0.6,1.4,3.7
NCAR-CCSM4,rcp45,November,11,2046,2046 11 01,-0.9,2.6,1.9
NCAR-CCSM4,rcp45,November,11,2047,2047 11 01,0.5,-2.2,4.4
NCAR-CCSM4,rcp45,November,11,2048,2048 11 01,-0.5,2.9,4.2
NCAR-CCSM4,rcp45,November,11,2049,2049 11 01,1.7,0.4,5.3
NCAR-CCSM4,rcp45,November,11,2050,2050 11 01,-0.6,-1.2,2.9
NCAR-CCSM4,rcp45,November,11,2051,2051 11 01,-5.2,4,0.5
NCAR-CCSM4,rcp45,November,11,2052,2052 11 01,0.1,-1.6,5
NCAR-CCSM4,rcp45,November,11,2053,2053 11 01,-0.2,2.4,3.2
NCAR-CCSM4,rcp45,November,11,2054,2054 11 01,-1.2,3.7,3.2
NCAR-CCSM4,rcp45,November,11,2055,2055 11 01,-5.5,4.8,-0.9
NCAR-CCSM4,rcp45,November,11,2056,2056 11 01,-0.4,1.6,3.6
NCAR-CCSM4,rcp45,November,11,2057,2057 11 01,3.1,-0.8,5.8
NCAR-CCSM4,rcp45,November,11,2058,2058 11 01,-3.6,-2,2.8
NCAR-CCSM4,rcp45,November,11,2059,2059 11 01,-0.8,1.6,2.6
NCAR-CCSM4,rcp45,November,11,2060,2060 11 01,-2.5,3.7,2.1
NCAR-CCSM4,rcp45,November,11,2061,2061 11 01,1.5,2.6,5.2
NCAR-CCSM4,rcp45,November,11,2062,2062 11 01,-3.2,1,-0.2
NCAR-CCSM4,rcp45,November,11,2063,2063 11 01,0.8,0.6,4.4
NCAR-CCSM4,rcp45,November,11,2064,2064 11 01,1,1.4,4.2
NCAR-CCSM4,rcp45,November,11,2065,2065 11 01,1,2.2,5.6
NCAR-CCSM4,rcp45,November,11,2066,2066 11 01,2.5,1.9,5.7
NCAR-CCSM4,rcp45,November,11,2067,2067 11 01,-3.9,3.4,-0.1
NCAR-CCSM4,rcp45,November,11,2068,2068 11 01,-1.3,1,4.2
NCAR-CCSM4,rcp45,November,11,2069,2069 11 01,-3.6,1.3,1.4
NCAR-CCSM4,rcp45,November,11,2070,2070 11 01,4.3,0.7,7.2
NCAR-CCSM4,rcp45,November,11,2071,2071 11 01,4.4,5.6,7.6
NCAR-CCSM4,rcp45,November,11,2072,2072 11 01,-0.7,-1.5,2.9
NCAR-CCSM4,rcp45,November,11,2073,2073 11 01,1.4,-1.7,4.3
NCAR-CCSM4,rcp45,November,11,2074,2074 11 01,1,1.4,4.6
NCAR-CCSM4,rcp45,November,11,2075,2075 11 01,4.9,4,8.1
NCAR-CCSM4,rcp45,November,11,2076,2076 11 01,1.1,6.4,4.4
NCAR-CCSM4,rcp45,November,11,2077,2077 11 01,0.4,1,4.1
NCAR-CCSM4,rcp45,November,11,2078,2078 11 01,1.5,1.5,4.5
NCAR-CCSM4,rcp45,November,11,2079,2079 11 01,-2.6,4.2,3
NCAR-CCSM4,rcp45,November,11,2080,2080 11 01,3.5,0.7,6.6
NCAR-CCSM4,rcp45,November,11,2081,2081 11 01,0.7,-0.6,5.7
NCAR-CCSM4,rcp45,November,11,2082,2082 11 01,-3.6,6,-0.4
NCAR-CCSM4,rcp45,November,11,2083,2083 11 01,0.5,3,3.9
NCAR-CCSM4,rcp45,November,11,2084,2084 11 01,1,2.5,5.2
NCAR-CCSM4,rcp45,November,11,2085,2085 11 01,-0.4,1.8,3.6
NCAR-CCSM4,rcp45,November,11,2086,2086 11 01,-0.2,-1.8,4.7
NCAR-CCSM4,rcp45,November,11,2087,2087 11 01,0.5,0.5,5.5
NCAR-CCSM4,rcp45,November,11,2088,2088 11 01,0.7,0.7,4.2
NCAR-CCSM4,rcp45,November,11,2089,2089 11 01,0.1,5.4,4.5
NCAR-CCSM4,rcp45,November,11,2090,2090 11 01,-4.4,4.2,0.2
NCAR-CCSM4,rcp45,November,11,2091,2091 11 01,2.2,-0.5,5.9
NCAR-CCSM4,rcp45,November,11,2092,2092 11 01,5.6,1.1,8.8
NCAR-CCSM4,rcp45,November,11,2093,2093 11 01,-1.9,5.2,2.6
NCAR-CCSM4,rcp45,November,11,2094,2094 11 01,5.6,2.3,8.5
NCAR-CCSM4,rcp45,November,11,2095,2095 11 01,1.1,-2.1,5.4
NCAR-CCSM4,rcp45,November,11,2096,2096 11 01,1.6,2.7,5.5
NCAR-CCSM4,rcp45,November,11,2097,2097 11 01,-4,0.8,-0.9
NCAR-CCSM4,rcp45,November,11,2098,2098 11 01,0.5,4.6,4.2
NCAR-CCSM4,rcp45,November,11,2099,2099 11 01,2,4.2,6.7
NCAR-CCSM4,rcp45,November,11,2100,2100 11 01,2.6,2.4,6.4
NCAR-CCSM4,rcp45,December,12,2006,2006 12 01,-0.3,1.5,3.7
NCAR-CCSM4,rcp45,December,12,2007,2007 12 01,-0.1,-0.8,4.5
NCAR-CCSM4,rcp45,December,12,2008,2008 12 01,-4.5,2.3,0.4
NCAR-CCSM4,rcp45,December,12,2009,2009 12 01,-1.6,-4.4,2.2
NCAR-CCSM4,rcp45,December,12,2010,2010 12 01,-6,0.9,1.1
NCAR-CCSM4,rcp45,December,12,2011,2011 12 01,-4.6,-3.9,-0.1
NCAR-CCSM4,rcp45,December,12,2012,2012 12 01,-1.2,-6.7,2.6
NCAR-CCSM4,rcp45,December,12,2013,2013 12 01,-1.6,-3,2.1
NCAR-CCSM4,rcp45,December,12,2014,2014 12 01,-2.9,-4.1,2.5
NCAR-CCSM4,rcp45,December,12,2015,2015 12 01,-4.1,-6.8,0
NCAR-CCSM4,rcp45,December,12,2016,2016 12 01,-3.1,-3,1.7
NCAR-CCSM4,rcp45,December,12,2017,2017 12 01,-4,2.1,1.1
NCAR-CCSM4,rcp45,December,12,2018,2018 12 01,-10.2,-1.2,-5.5
NCAR-CCSM4,rcp45,December,12,2019,2019 12 01,-9.9,-0.6,-3.7
NCAR-CCSM4,rcp45,December,12,2020,2020 12 01,-8.1,-1.8,-3.9
NCAR-CCSM4,rcp45,December,12,2021,2021 12 01,-6.4,-3.7,-1.8
NCAR-CCSM4,rcp45,December,12,2022,2022 12 01,-7.2,-4.3,-1.1
NCAR-CCSM4,rcp45,December,12,2023,2023 12 01,-5.3,2,-1.5
NCAR-CCSM4,rcp45,December,12,2024,2024 12 01,-4.4,-1.9,0.3
NCAR-CCSM4,rcp45,December,12,2025,2025 12 01,-4.4,-7.9,-0.4
NCAR-CCSM4,rcp45,December,12,2026,2026 12 01,-1.7,-2.3,2.7
NCAR-CCSM4,rcp45,December,12,2027,2027 12 01,-4.3,2.8,0
NCAR-CCSM4,rcp45,December,12,2028,2028 12 01,1.5,-8.3,5.4
NCAR-CCSM4,rcp45,December,12,2029,2029 12 01,-2.1,-2,1.5
NCAR-CCSM4,rcp45,December,12,2030,2030 12 01,-5.9,-1.8,-1
NCAR-CCSM4,rcp45,December,12,2031,2031 12 01,1.9,1.5,4.3
NCAR-CCSM4,rcp45,December,12,2032,2032 12 01,-3.3,-0.8,-0.4
NCAR-CCSM4,rcp45,December,12,2033,2033 12 01,-4.8,-2.1,-0.5
NCAR-CCSM4,rcp45,December,12,2034,2034 12 01,-3.1,-5.7,1.5
NCAR-CCSM4,rcp45,December,12,2035,2035 12 01,-2,-4.8,2.5
NCAR-CCSM4,rcp45,December,12,2036,2036 12 01,-5.4,-3.5,0
NCAR-CCSM4,rcp45,December,12,2037,2037 12 01,-1.2,0.8,2.4
NCAR-CCSM4,rcp45,December,12,2038,2038 12 01,-1.3,3.2,2.7
NCAR-CCSM4,rcp45,December,12,2039,2039 12 01,-2.4,0,1.9
NCAR-CCSM4,rcp45,December,12,2040,2040 12 01,-3.1,-2,0.7
NCAR-CCSM4,rcp45,December,12,2041,2041 12 01,-1.5,-3.8,2.4
NCAR-CCSM4,rcp45,December,12,2042,2042 12 01,-6.3,-5.6,-1.1
NCAR-CCSM4,rcp45,December,12,2043,2043 12 01,-3.1,-7.5,1.1
NCAR-CCSM4,rcp45,December,12,2044,2044 12 01,-8.1,-0.7,-2.6
NCAR-CCSM4,rcp45,December,12,2045,2045 12 01,-2.8,1.9,1.7
NCAR-CCSM4,rcp45,December,12,2046,2046 12 01,-7.1,0,-2
NCAR-CCSM4,rcp45,December,12,2047,2047 12 01,-0.8,-0.6,3.5
NCAR-CCSM4,rcp45,December,12,2048,2048 12 01,2,0.1,4.9
NCAR-CCSM4,rcp45,December,12,2049,2049 12 01,-0.1,-2.9,3.2
NCAR-CCSM4,rcp45,December,12,2050,2050 12 01,-8.4,-1.8,-4.8
NCAR-CCSM4,rcp45,December,12,2051,2051 12 01,-2.7,3.3,1.2
NCAR-CCSM4,rcp45,December,12,2052,2052 12 01,0.2,-0.5,3.9
NCAR-CCSM4,rcp45,December,12,2053,2053 12 01,-3.9,1,1
NCAR-CCSM4,rcp45,December,12,2054,2054 12 01,-5.8,-3.2,-0.3
NCAR-CCSM4,rcp45,December,12,2055,2055 12 01,-3.9,-1.1,-0.9
NCAR-CCSM4,rcp45,December,12,2056,2056 12 01,-7.6,4.5,-2.2
NCAR-CCSM4,rcp45,December,12,2057,2057 12 01,2,2.5,5
NCAR-CCSM4,rcp45,December,12,2058,2058 12 01,-3.1,-2.2,1
NCAR-CCSM4,rcp45,December,12,2059,2059 12 01,-6.4,2,0.4
NCAR-CCSM4,rcp45,December,12,2060,2060 12 01,-5.7,0.2,-1.2
NCAR-CCSM4,rcp45,December,12,2061,2061 12 01,-0.9,1.2,2.3
NCAR-CCSM4,rcp45,December,12,2062,2062 12 01,-0.3,-4.1,3.9
NCAR-CCSM4,rcp45,December,12,2063,2063 12 01,-7.2,-1.3,-2.5
NCAR-CCSM4,rcp45,December,12,2064,2064 12 01,-5.2,-4.2,-0.2
NCAR-CCSM4,rcp45,December,12,2065,2065 12 01,-6.1,-4.1,-2.3
NCAR-CCSM4,rcp45,December,12,2066,2066 12 01,-8.3,1.3,-4.6
NCAR-CCSM4,rcp45,December,12,2067,2067 12 01,-2.2,1.5,3
NCAR-CCSM4,rcp45,December,12,2068,2068 12 01,-7.1,0.1,-2.7
NCAR-CCSM4,rcp45,December,12,2069,2069 12 01,-5.2,-1.5,0.7
NCAR-CCSM4,rcp45,December,12,2070,2070 12 01,2.4,3.7,5.2
NCAR-CCSM4,rcp45,December,12,2071,2071 12 01,2.9,2.5,5.7
NCAR-CCSM4,rcp45,December,12,2072,2072 12 01,0.8,1.5,4.1
NCAR-CCSM4,rcp45,December,12,2073,2073 12 01,-7,-3.5,-2.8
NCAR-CCSM4,rcp45,December,12,2074,2074 12 01,-6.5,3.1,-2.6
NCAR-CCSM4,rcp45,December,12,2075,2075 12 01,1,2.4,4.3
NCAR-CCSM4,rcp45,December,12,2076,2076 12 01,-0.1,5.7,3.4
NCAR-CCSM4,rcp45,December,12,2077,2077 12 01,-4.5,-2.1,-0.7
NCAR-CCSM4,rcp45,December,12,2078,2078 12 01,-5.1,-2.1,-0.6
NCAR-CCSM4,rcp45,December,12,2079,2079 12 01,-5.1,3.5,-2.4
NCAR-CCSM4,rcp45,December,12,2080,2080 12 01,-6,-5.2,-0.1
NCAR-CCSM4,rcp45,December,12,2081,2081 12 01,-1.1,-0.5,3.2
NCAR-CCSM4,rcp45,December,12,2082,2082 12 01,-4,-2.6,0.5
NCAR-CCSM4,rcp45,December,12,2083,2083 12 01,-3.6,4.2,1.9
NCAR-CCSM4,rcp45,December,12,2084,2084 12 01,-1.9,-2.3,2
NCAR-CCSM4,rcp45,December,12,2085,2085 12 01,2.2,-4.6,5.4
NCAR-CCSM4,rcp45,December,12,2086,2086 12 01,-4.9,0.5,0.7
NCAR-CCSM4,rcp45,December,12,2087,2087 12 01,-4.2,0,1.1
NCAR-CCSM4,rcp45,December,12,2088,2088 12 01,-4.3,-5.4,-0.9
NCAR-CCSM4,rcp45,December,12,2089,2089 12 01,-1.7,-2.8,3.4
NCAR-CCSM4,rcp45,December,12,2090,2090 12 01,-7.4,0.4,-3.7
NCAR-CCSM4,rcp45,December,12,2091,2091 12 01,2.4,2.2,5.1
NCAR-CCSM4,rcp45,December,12,2092,2092 12 01,3.6,-1.7,6.8
NCAR-CCSM4,rcp45,December,12,2093,2093 12 01,-1.1,-1.2,2.6
NCAR-CCSM4,rcp45,December,12,2094,2094 12 01,1.8,1.5,5.8
NCAR-CCSM4,rcp45,December,12,2095,2095 12 01,-1.3,1.5,3.9
NCAR-CCSM4,rcp45,December,12,2096,2096 12 01,1.2,-0.4,4.4
NCAR-CCSM4,rcp45,December,12,2097,2097 12 01,-4.6,-3,-0.4
NCAR-CCSM4,rcp45,December,12,2098,2098 12 01,2.3,-2.5,5.4
NCAR-CCSM4,rcp45,December,12,2099,2099 12 01,-3,-1.3,0.5
NCAR-CCSM4,rcp45,December,12,2100,2100 12 01,-2.1,1.8,3.1
NCAR-CCSM4,rcp85,January,1,2006,2006 1 01,-2.9,-4,1.8
NCAR-CCSM4,rcp85,January,1,2007,2007 1 01,-8.2,-4.4,-2.8
NCAR-CCSM4,rcp85,January,1,2008,2008 1 01,-11.9,0.6,-7.1
NCAR-CCSM4,rcp85,January,1,2009,2009 1 01,-3,-1.1,1.2
NCAR-CCSM4,rcp85,January,1,2010,2010 1 01,0.6,-5.6,3.4
NCAR-CCSM4,rcp85,January,1,2011,2011 1 01,1,-2.2,3.9
NCAR-CCSM4,rcp85,January,1,2012,2012 1 01,-7.1,-2.6,-2.6
NCAR-CCSM4,rcp85,January,1,2013,2013 1 01,-9.7,-9.1,-3.4
NCAR-CCSM4,rcp85,January,1,2014,2014 1 01,-3.5,0.6,-0.2
NCAR-CCSM4,rcp85,January,1,2015,2015 1 01,-2.1,-8.9,1
NCAR-CCSM4,rcp85,January,1,2016,2016 1 01,-2.3,-10,1.5
NCAR-CCSM4,rcp85,January,1,2017,2017 1 01,0,-2.3,3
NCAR-CCSM4,rcp85,January,1,2018,2018 1 01,-4.2,-7.3,0.5
NCAR-CCSM4,rcp85,January,1,2019,2019 1 01,0.5,0.6,3.8
NCAR-CCSM4,rcp85,January,1,2020,2020 1 01,-4.2,-3.7,1.3
NCAR-CCSM4,rcp85,January,1,2021,2021 1 01,-3.4,-5.4,0.7
NCAR-CCSM4,rcp85,January,1,2022,2022 1 01,-0.5,-3.6,2.9
NCAR-CCSM4,rcp85,January,1,2023,2023 1 01,-4.5,-4.5,-0.2
NCAR-CCSM4,rcp85,January,1,2024,2024 1 01,-6.4,-2.4,-0.6
NCAR-CCSM4,rcp85,January,1,2025,2025 1 01,-9.3,0.4,-3.2
NCAR-CCSM4,rcp85,January,1,2026,2026 1 01,-6.7,1.8,-2.7
NCAR-CCSM4,rcp85,January,1,2027,2027 1 01,-5,-3.4,-1.8
NCAR-CCSM4,rcp85,January,1,2028,2028 1 01,-2,-1.9,1.1
NCAR-CCSM4,rcp85,January,1,2029,2029 1 01,-0.9,0.2,2.6
NCAR-CCSM4,rcp85,January,1,2030,2030 1 01,0.2,0.1,3.8
NCAR-CCSM4,rcp85,January,1,2031,2031 1 01,-13.1,-1.4,-7.2
NCAR-CCSM4,rcp85,January,1,2032,2032 1 01,-6.5,-2.4,-1.9
NCAR-CCSM4,rcp85,January,1,2033,2033 1 01,2.8,2.4,5.9
NCAR-CCSM4,rcp85,January,1,2034,2034 1 01,-4.3,-4.8,0.7
NCAR-CCSM4,rcp85,January,1,2035,2035 1 01,-1.9,-5.3,1.2
NCAR-CCSM4,rcp85,January,1,2036,2036 1 01,-7.4,2.2,-2.9
NCAR-CCSM4,rcp85,January,1,2037,2037 1 01,-0.3,0.5,3.5
NCAR-CCSM4,rcp85,January,1,2038,2038 1 01,-5.5,-2.8,-1.8
NCAR-CCSM4,rcp85,January,1,2039,2039 1 01,-8.6,-1.9,-4.3
NCAR-CCSM4,rcp85,January,1,2040,2040 1 01,2.5,-0.5,4.9
NCAR-CCSM4,rcp85,January,1,2041,2041 1 01,-0.6,-1.9,3.4
NCAR-CCSM4,rcp85,January,1,2042,2042 1 01,-3.4,-0.9,0.6
NCAR-CCSM4,rcp85,January,1,2043,2043 1 01,-4.5,-3.6,0.1
NCAR-CCSM4,rcp85,January,1,2044,2044 1 01,-3,1.4,1.1
NCAR-CCSM4,rcp85,January,1,2045,2045 1 01,-4.3,3,0.4
NCAR-CCSM4,rcp85,January,1,2046,2046 1 01,-4.3,0.1,0.7
NCAR-CCSM4,rcp85,January,1,2047,2047 1 01,0,1,2.9
NCAR-CCSM4,rcp85,January,1,2048,2048 1 01,-2.7,-0.4,1.2
NCAR-CCSM4,rcp85,January,1,2049,2049 1 01,0.7,2.4,3.8
NCAR-CCSM4,rcp85,January,1,2050,2050 1 01,-0.9,-3.2,2.8
NCAR-CCSM4,rcp85,January,1,2051,2051 1 01,2.8,0,5.1
NCAR-CCSM4,rcp85,January,1,2052,2052 1 01,2.4,-3,5.2
NCAR-CCSM4,rcp85,January,1,2053,2053 1 01,-8.6,-4.7,-3.9
NCAR-CCSM4,rcp85,January,1,2054,2054 1 01,-9.3,-1.2,-1.8
NCAR-CCSM4,rcp85,January,1,2055,2055 1 01,-8.2,-2.4,-3.5
NCAR-CCSM4,rcp85,January,1,2056,2056 1 01,-0.6,-4.4,3.5
NCAR-CCSM4,rcp85,January,1,2057,2057 1 01,-4.7,-2.4,-0.3
NCAR-CCSM4,rcp85,January,1,2058,2058 1 01,0,3.2,3.6
NCAR-CCSM4,rcp85,January,1,2059,2059 1 01,-8.1,5.3,-1.9
NCAR-CCSM4,rcp85,January,1,2060,2060 1 01,1.1,-3.4,4.2
NCAR-CCSM4,rcp85,January,1,2061,2061 1 01,-3.8,2,0.1
NCAR-CCSM4,rcp85,January,1,2062,2062 1 01,-1.4,0.8,2.1
NCAR-CCSM4,rcp85,January,1,2063,2063 1 01,0.2,2.2,2.9
NCAR-CCSM4,rcp85,January,1,2064,2064 1 01,0.9,1,3.9
NCAR-CCSM4,rcp85,January,1,2065,2065 1 01,-9.2,-3.5,-4.4
NCAR-CCSM4,rcp85,January,1,2066,2066 1 01,-0.8,-1.7,3.6
NCAR-CCSM4,rcp85,January,1,2067,2067 1 01,-1.2,-3.9,2.2
NCAR-CCSM4,rcp85,January,1,2068,2068 1 01,-3.6,1.4,-0.8
NCAR-CCSM4,rcp85,January,1,2069,2069 1 01,1.2,-1.9,4.3
NCAR-CCSM4,rcp85,January,1,2070,2070 1 01,-1.1,2.3,2.3
NCAR-CCSM4,rcp85,January,1,2071,2071 1 01,-4.4,4,0.3
NCAR-CCSM4,rcp85,January,1,2072,2072 1 01,-1.8,3.3,2.2
NCAR-CCSM4,rcp85,January,1,2073,2073 1 01,-4.4,-1,-0.8
NCAR-CCSM4,rcp85,January,1,2074,2074 1 01,-2.8,0.7,0.7
NCAR-CCSM4,rcp85,January,1,2075,2075 1 01,2.7,2,5.4
NCAR-CCSM4,rcp85,January,1,2076,2076 1 01,1.3,1.9,5
NCAR-CCSM4,rcp85,January,1,2077,2077 1 01,2.3,-1.5,5.5
NCAR-CCSM4,rcp85,January,1,2078,2078 1 01,1,4.2,5
NCAR-CCSM4,rcp85,January,1,2079,2079 1 01,1.6,1.9,5.1
NCAR-CCSM4,rcp85,January,1,2080,2080 1 01,-7.9,2.9,-4.3
NCAR-CCSM4,rcp85,January,1,2081,2081 1 01,-7.2,5.1,-2.7
NCAR-CCSM4,rcp85,January,1,2082,2082 1 01,1.8,3.3,5.4
NCAR-CCSM4,rcp85,January,1,2083,2083 1 01,0.4,-3.9,4.5
NCAR-CCSM4,rcp85,January,1,2084,2084 1 01,0.9,-4.9,3.8
NCAR-CCSM4,rcp85,January,1,2085,2085 1 01,-6.9,5.4,-2.5
NCAR-CCSM4,rcp85,January,1,2086,2086 1 01,5.3,1.3,7.5
NCAR-CCSM4,rcp85,January,1,2087,2087 1 01,4.8,1.9,7.6
NCAR-CCSM4,rcp85,January,1,2088,2088 1 01,4.8,4.7,7.7
NCAR-CCSM4,rcp85,January,1,2089,2089 1 01,3.6,4.4,6.3
NCAR-CCSM4,rcp85,January,1,2090,2090 1 01,0.3,-0.8,3.4
NCAR-CCSM4,rcp85,January,1,2091,2091 1 01,-0.3,-0.4,3
NCAR-CCSM4,rcp85,January,1,2092,2092 1 01,2.2,4.7,5.2
NCAR-CCSM4,rcp85,January,1,2093,2093 1 01,2.1,1,4.7
NCAR-CCSM4,rcp85,January,1,2094,2094 1 01,-0.2,-1.4,3
NCAR-CCSM4,rcp85,January,1,2095,2095 1 01,0.8,0.4,3.8
NCAR-CCSM4,rcp85,January,1,2096,2096 1 01,-1,2.7,2
NCAR-CCSM4,rcp85,January,1,2097,2097 1 01,-2.8,1.9,1.8
NCAR-CCSM4,rcp85,January,1,2098,2098 1 01,-2,0.2,0.3
NCAR-CCSM4,rcp85,January,1,2099,2099 1 01,2.4,2.9,5.1
NCAR-CCSM4,rcp85,January,1,2100,2100 1 01,2,1.6,5.2
NCAR-CCSM4,rcp85,February,2,2006,2006 2 01,0.5,0.7,4.2
