"","date","Airport","Air_MonthAvg","Air_MonthMax","Air_MonthMin","Region","BVS","CAB","CAN","EYS","RHM","SQR","TIN","TIS","WDD"
"1",2012-01-01,"CORDOVA AIRPORT",-8.22,4.4,-23.9,"CR",NA,-0.38,NA,NA,NA,0.53,0.07,0.32,NA
"2",2012-02-01,"CORDOVA AIRPORT",-0.17,8.9,-13.9,"CR",NA,0.05,NA,NA,NA,0.18,-0.06,0.3,NA
"3",2012-03-01,"CORDOVA AIRPORT",-2.9,10,-16.1,"CR",NA,-0.33,NA,NA,NA,0.04,0,0.33,NA
"4",2012-04-01,"CORDOVA AIRPORT",2.59,13.9,-8.9,"CR",NA,0.26,NA,NA,NA,1.19,-0.02,0.32,NA
"5",2012-05-01,"CORDOVA AIRPORT",5.85,16.1,-2.8,"CR",NA,1.76,NA,NA,NA,8.08,5.96,6.21,NA
"6",2012-06-01,"CORDOVA AIRPORT",9.52,22.8,-0.6,"CR",NA,9.59,NA,NA,NA,14.48,14.89,14.45,NA
"7",2012-07-01,"CORDOVA AIRPORT",10.67,20,5,"CR",9.47,12.51,NA,NA,10.04,13.93,14.08,14.13,NA
"8",2012-08-01,"CORDOVA AIRPORT",11.15,18.9,0.6,"CR",10.1,13.15,NA,15.43,9.75,14.36,14.67,14.51,NA
"9",2012-09-01,"CORDOVA AIRPORT",8.78,17.2,-2.2,"CR",8.78,8.89,NA,9.97,8.72,10.03,10.08,9.78,NA
"10",2012-10-01,"CORDOVA AIRPORT",1.5,12.8,-12.2,"CR",6.28,4.4,NA,5.62,6.46,5.62,5.97,6.04,NA
"11",2012-11-01,"CORDOVA AIRPORT",-4.1,8.3,-17.8,"CR",4.34,0.71,NA,1.62,3.14,3.49,3.14,3.24,NA
"12",2012-12-01,"CORDOVA AIRPORT",-4.62,7.2,-20,"CR",3,0.02,NA,0.25,1.1,2.16,1.43,1.65,NA
"13",2013-01-01,"CORDOVA AIRPORT",-0.43,8.3,-22.2,"CR",2.12,0.04,NA,0.48,0.37,1.86,1.1,1.39,NA
"14",2013-02-01,"CORDOVA AIRPORT",1.39,7.2,-6.1,"CR",2.06,0.16,NA,0.44,0.23,2.35,1.01,1.37,NA
"15",2013-03-01,"CORDOVA AIRPORT",-1.36,6.7,-15,"CR",1.55,0.11,NA,0.14,0.17,3.66,0.26,1.15,NA
"16",2013-04-01,"CORDOVA AIRPORT",-0.26,8.3,-12.1,"CR",1.02,0.22,NA,0.13,0.35,4.37,0.2,0.94,NA
"17",2013-05-01,"CORDOVA AIRPORT",6.04,23.3,-4.3,"CR",1.01,2.89,NA,6.87,7.12,9.47,8.27,9.32,NA
"18",2013-06-01,"CORDOVA AIRPORT",12.19,32.2,2.2,"CR",6.52,15.09,NA,17.93,15.5,17.95,17.91,18.29,NA
"19",2013-07-01,"CORDOVA AIRPORT",12.81,21.7,3.9,"CR",11,15.65,NA,NA,13.64,16.37,16.33,18.13,NA
"20",2013-08-01,"CORDOVA AIRPORT",12.35,20,2.2,"CR",12.11,14.4,NA,15.04,12.35,15.42,15.21,15.72,NA
"21",2013-09-01,"CORDOVA AIRPORT",9.87,17.2,-0.5,"CR",9.03,10.21,NA,12.01,10.21,11.68,11.54,11.58,NA
"22",2013-10-01,"CORDOVA AIRPORT",6.62,14.4,-2.7,"CR",7.51,6.54,NA,7.89,7.1,7.61,7.29,7.05,NA
"23",2013-11-01,"CORDOVA AIRPORT",-1.41,9.4,-18.2,"CR",5.74,2.13,NA,5.09,2.74,4.73,4.05,-0.62,NA
"24",2013-12-01,"CORDOVA AIRPORT",-3.9,6.7,-22.1,"CR",3.94,0.14,NA,2.66,0.63,2.98,1.3,-1.89,NA
"25",2014-01-01,"CORDOVA AIRPORT",2.34,13.9,-9.3,"CR",2.56,0.51,NA,1.82,0.67,2.29,1,0.62,NA
"26",2014-02-01,"CORDOVA AIRPORT",-4.91,11.7,-19.3,"CR",2.02,0.05,NA,1.81,0.48,3.26,0.03,-0.23,NA
"27",2014-03-01,"CORDOVA AIRPORT",-0.92,11.7,-11.6,"CR",1.63,0.02,NA,0.33,0.21,2.39,0.36,-0.74,NA
"28",2014-04-01,"CORDOVA AIRPORT",2.87,14.4,-8.8,"CR",1.5,1.21,NA,3.55,4.47,5.62,5.55,5.06,NA
"29",2014-05-01,"CORDOVA AIRPORT",9.15,23.3,-1,"CR",8.46,10.57,NA,15.39,13.52,14.38,15.64,14.26,NA
"30",2014-06-01,"CORDOVA AIRPORT",9.68,21.7,0.6,"CR",10.87,12.95,NA,15.86,13.41,15.17,15.6,16.42,NA
"31",2014-07-01,"CORDOVA AIRPORT",12.36,23.3,2.8,"CR",12.87,15.04,NA,NA,15.45,16.8,NA,18.04,NA
"32",2014-08-01,"CORDOVA AIRPORT",12.12,19.4,3.3,"CR",NA,13.22,NA,NA,12.91,16.93,NA,17.16,NA
"33",2014-09-01,"CORDOVA AIRPORT",10.15,17.8,-2.1,"CR",NA,10.68,NA,NA,10.26,NA,NA,NA,NA
"34",2014-10-01,"CORDOVA AIRPORT",4.4,13.9,-7.7,"CR",NA,5.14,NA,NA,5.73,NA,NA,NA,NA
"35",2014-11-01,"CORDOVA AIRPORT",1.77,13.3,-11.6,"CR",NA,2.5,NA,NA,3.92,NA,NA,NA,NA
"36",2014-12-01,"CORDOVA AIRPORT",1.53,8.9,-8.2,"CR",NA,1.21,NA,NA,2.3,NA,NA,NA,NA
"37",2015-01-01,"CORDOVA AIRPORT",-0.91,9.4,-14.3,"CR",NA,0.67,NA,NA,1.57,NA,NA,NA,NA
"38",2015-02-01,"CORDOVA AIRPORT",0.21,8.9,-13.8,"CR",NA,0.57,NA,NA,2.07,NA,NA,NA,NA
"39",2015-03-01,"CORDOVA AIRPORT",0.64,12.2,-16.6,"CR",NA,1.32,NA,NA,3.96,NA,NA,NA,NA
"40",2015-04-01,"CORDOVA AIRPORT",3.68,13.3,-5.5,"CR",NA,4.4,NA,NA,6.04,NA,NA,NA,NA
"41",2015-05-01,"CORDOVA AIRPORT",8.71,21.1,-2.7,"CR",NA,12.48,NA,NA,13.52,NA,NA,14.42,NA
"42",2015-06-01,"CORDOVA AIRPORT",11.28,27.8,2.8,"CR",NA,14.45,17.05,NA,13.28,NA,NA,15.77,16.21
"43",2015-07-01,"CORDOVA AIRPORT",12.82,25.6,5,"CR",NA,16,19.05,NA,13.99,NA,NA,17.31,17.48
"44",2015-08-01,"CORDOVA AIRPORT",12.48,22.2,1.7,"CR",NA,15.77,18.08,NA,13.4,NA,NA,16.29,17.38
"45",2015-09-01,"CORDOVA AIRPORT",7.94,18.3,-3.8,"CR",NA,10,12.83,NA,8.78,NA,NA,10.47,12.82
"46",2015-10-01,"CORDOVA AIRPORT",6.36,15,-3.8,"CR",NA,6.41,NA,NA,6.09,NA,NA,6.91,NA
"47",2015-11-01,"CORDOVA AIRPORT",-0.7,8.3,-17.7,"CR",NA,2.16,NA,NA,1.81,NA,NA,2.88,NA
"48",2015-12-01,"CORDOVA AIRPORT",-1.38,6.7,-14.9,"CR",NA,0.83,NA,NA,0.71,NA,NA,2.03,NA
"49",2016-01-01,"CORDOVA AIRPORT",2.16,8.3,-7.7,"CR",NA,1.23,NA,NA,1.44,NA,NA,2.02,NA
"50",2016-02-01,"CORDOVA AIRPORT",2.56,9.4,-7.7,"CR",NA,1.64,NA,NA,2.48,NA,NA,2.81,NA
"51",2016-03-01,"CORDOVA AIRPORT",3.56,20,-7.1,"CR",NA,3.5,NA,NA,4.7,NA,NA,4.92,NA
"52",2016-04-01,"CORDOVA AIRPORT",5.7,15.6,-3.8,"CR",NA,7.29,NA,NA,8.12,NA,NA,8.54,NA
"53",2016-05-01,"CORDOVA AIRPORT",8.82,22.8,-1,"CR",NA,12.47,NA,NA,12.87,NA,NA,14.21,NA
"54",2016-06-01,"CORDOVA AIRPORT",11.72,25,1.1,"CR",NA,15.73,19.04,NA,14.51,NA,NA,17.45,18.58
"55",2016-07-01,"CORDOVA AIRPORT",13.8,24.4,6.1,"CR",NA,NA,19.64,NA,15.31,NA,NA,17.38,19.55
"56",2016-08-01,"CORDOVA AIRPORT",13.06,26.7,2.8,"CR",NA,NA,16.44,NA,12.78,NA,NA,15.3,15.27
"57",2016-09-01,"CORDOVA AIRPORT",9.21,18.9,-2.7,"CR",NA,NA,12.93,NA,10.17,NA,NA,12.37,12.84
"58",2016-10-01,"CORDOVA AIRPORT",3.84,14.4,-7.7,"CR",NA,NA,5.28,NA,6.04,NA,NA,5.02,4.91
"59",2016-11-01,"CORDOVA AIRPORT",1.58,11.1,-10.5,"CR",NA,1.2,3.25,NA,4.35,NA,NA,2.83,3.18
"60",2016-12-01,"CORDOVA AIRPORT",-3.24,5,-16.6,"CR",NA,0.35,0.53,NA,2.14,NA,NA,0.2,1.43
"61",2017-01-01,"CORDOVA AIRPORT",-4.73,5,-19.3,"CR",NA,0.07,-0.56,NA,1.07,NA,NA,-1.12,0.81
"62",2017-02-01,"CORDOVA AIRPORT",-2.32,7.2,-13.2,"CR",NA,0.09,-0.27,NA,0.37,NA,NA,-1.04,0.5
"63",2017-03-01,"CORDOVA AIRPORT",-4.02,5,-19.3,"CR",NA,0.07,-1.14,NA,0.12,NA,NA,-1.46,0.34
"64",2017-04-01,"CORDOVA AIRPORT",4.27,16.1,-5.5,"CR",NA,0.91,2.54,NA,3.13,NA,NA,5.31,3.6
"65",2017-05-01,"CORDOVA AIRPORT",6.4,21.7,-3.8,"CR",NA,7.24,12.15,NA,7.01,NA,NA,11.67,10.81
"66",2017-06-01,"CORDOVA AIRPORT",10.48,21.7,1.1,"CR",NA,13.18,16.48,15.93,9.08,NA,NA,15.89,15.05
"67",2017-07-01,"CORDOVA AIRPORT",12.55,22.8,3.3,"CR",NA,15.57,18.39,17.94,10.8,NA,NA,17.88,17.08
"68",2017-08-01,"CORDOVA AIRPORT",12.03,25,2.2,"CR",NA,13.82,16.58,16.06,10.73,NA,NA,15.39,16.1
"69",2017-09-01,"CORDOVA AIRPORT",9.49,17.8,0,"CR",NA,10.04,11.92,11.69,9.08,NA,NA,11.31,11.32
"70",2017-10-01,"CORDOVA AIRPORT",4.4,13.9,-7.1,"CR",NA,5.49,7.17,7.34,5.27,NA,NA,5.67,7.85
"71",2017-11-01,"CORDOVA AIRPORT",-1.54,12.2,-13.8,"CR",NA,1.43,NA,NA,1.9,NA,NA,2.31,NA
"72",2017-12-01,"CORDOVA AIRPORT",-0.34,10,-15.5,"CR",NA,1.06,NA,NA,1.37,NA,NA,1.66,NA
"73",2018-01-01,"CORDOVA AIRPORT",-1.48,10.6,-14.9,"CR",NA,0.38,NA,NA,0.37,NA,NA,0.89,NA
"74",2018-02-01,"CORDOVA AIRPORT",-3.75,8.3,-19.3,"CR",NA,0.08,NA,NA,0.33,NA,NA,0.3,NA
"75",2018-03-01,"CORDOVA AIRPORT",-0.1,8.9,-13.8,"CR",NA,0.26,NA,NA,0.96,NA,NA,0.29,NA
"76",2018-04-01,"CORDOVA AIRPORT",3.23,13.9,-7.7,"CR",NA,1.7,NA,NA,3.71,NA,NA,4.22,NA
"77",2018-05-01,"CORDOVA AIRPORT",6.37,18.3,-2.7,"CR",NA,6.52,NA,NA,5.28,NA,NA,10.43,NA
"78",2018-06-01,"CORDOVA AIRPORT",10.43,20,0,"CR",NA,12.69,16.12,15.78,9.56,NA,NA,15.82,15.68
"79",2018-07-01,"CORDOVA AIRPORT",12.96,26.7,3.3,"CR",NA,14.72,18.03,17.46,11.41,NA,NA,NA,17.11
"80",2018-08-01,"CORDOVA AIRPORT",12,22.2,2.2,"CR",NA,13.11,15.96,15.58,11.03,NA,NA,NA,15.46
"81",2018-09-01,"CORDOVA AIRPORT",10.16,23.9,-1,"CR",NA,11.56,15.08,14.59,9.2,NA,NA,NA,14.03
"82",2018-10-01,"CORDOVA AIRPORT",7.12,16.1,-6,"CR",NA,7.56,8.43,8.22,7.05,NA,NA,NA,8.51
"83",2018-11-01,"CORDOVA AIRPORT",2.61,11.7,-8.8,"CR",NA,3.53,4.27,4.47,3.04,NA,NA,NA,3.95
"84",2018-12-01,"CORDOVA AIRPORT",1.66,8.9,-6.6,"CR",NA,1.9,2.5,2.97,1.4,NA,NA,NA,2.47
"85",2019-01-01,"CORDOVA AIRPORT",-2.62,8.3,-18.8,"CR",NA,0.43,1.58,2.63,0.33,NA,NA,NA,1.06
"86",2019-02-01,"CORDOVA AIRPORT",-2.65,6.7,-15.5,"CR",NA,0.19,1.2,2.46,0.17,NA,NA,NA,0.84
"87",2019-03-01,"CORDOVA AIRPORT",3.62,16.1,-10.5,"CR",NA,0.68,0.61,2.36,1.15,NA,NA,NA,1.39
"88",2019-04-01,"CORDOVA AIRPORT",4.34,15,-3.8,"CR",NA,3.88,8.64,7.41,4.48,NA,NA,NA,5.72
"89",2019-05-01,"CORDOVA AIRPORT",8.41,18.9,-1,"CR",NA,9.74,12.79,12.75,7.99,NA,NA,NA,11.54
"90",2019-06-01,"CORDOVA AIRPORT",12.63,26.1,2.8,"CR",NA,NA,17.77,17.55,11.47,NA,NA,NA,16.11
"91",2019-07-01,"CORDOVA AIRPORT",14.82,24.4,7.2,"CR",NA,NA,20.38,19.78,13.59,NA,NA,NA,19.29
"92",2019-08-01,"CORDOVA AIRPORT",13.73,28.9,0.6,"CR",NA,NA,19.2,18.56,12.79,NA,NA,NA,17.39
"93",2019-09-01,"CORDOVA AIRPORT",10.55,19.4,-1,"CR",NA,NA,13.28,13.03,NA,NA,NA,NA,13.21
"94",2019-10-01,"CORDOVA AIRPORT",5.78,14.4,-4.3,"CR",NA,NA,7.06,7.14,NA,NA,NA,NA,10.14
"95",2019-11-01,"CORDOVA AIRPORT",3.79,11.7,-9.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-12-01,"CORDOVA AIRPORT",2.26,11.1,-9.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2020-01-01,NA,-2.1,3.5,-4.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2020-02-01,NA,0.9,4.1,-4.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2020-03-01,NA,2.8,5.5,-3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2020-04-01,NA,4.2,7.5,1.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2020-05-01,NA,8.1,11.2,5.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2020-06-01,NA,12.5,15.7,9.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2020-07-01,NA,13.7,18.1,11.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2020-08-01,NA,13.5,18.6,12.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2020-09-01,NA,10.6,13.5,8.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2020-10-01,NA,5.9,8.7,2.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2020-11-01,NA,3,6.4,0.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2020-12-01,NA,0.2,3.1,-5.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2021-01-01,NA,-2.4,0.1,-7.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2021-02-01,NA,1.6,3.1,-4.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2021-03-01,NA,1.9,4.6,-3.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2021-04-01,NA,4.8,7.3,1.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2021-05-01,NA,8,11,5.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2021-06-01,NA,12.4,14,8.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2021-07-01,NA,13.1,17.7,11.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2021-08-01,NA,13.2,15.9,10.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2021-09-01,NA,10.2,13,6.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2021-10-01,NA,5.8,8.2,1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2021-11-01,NA,-0.3,3.5,-6.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2021-12-01,NA,0,2.7,-4.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2022-01-01,NA,0.2,4,-3.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2022-02-01,NA,0.2,4.9,-1.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2022-03-01,NA,3.2,6.2,-1.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2022-04-01,NA,5.9,9.6,2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2022-05-01,NA,9.1,11.9,6.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2022-06-01,NA,14.3,17.1,10.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2022-07-01,NA,15.4,18.4,12,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2022-08-01,NA,13.9,16.4,11.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2022-09-01,NA,10.3,13,5.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2022-10-01,NA,5.8,9.2,2.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2022-11-01,NA,2,6,-0.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2022-12-01,NA,-0.8,4.1,-1.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2023-01-01,NA,-0.8,3.6,-4.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2023-02-01,NA,2.7,6.8,-0.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2023-03-01,NA,3.1,5.9,-0.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2023-04-01,NA,4.2,8.4,2.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2023-05-01,NA,9,11.2,6.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2023-06-01,NA,13.3,16.4,9.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2023-07-01,NA,14.7,17.8,12,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2023-08-01,NA,13.8,17.2,11.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2023-09-01,NA,11.1,14.7,9.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2023-10-01,NA,4.9,10.1,4.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2023-11-01,NA,1.3,5.4,-0.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2023-12-01,NA,-0.1,3.6,-3.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2024-01-01,NA,0.6,2.7,-6.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2024-02-01,NA,2.4,5.1,-3.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2024-03-01,NA,2.1,4.6,-0.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2024-04-01,NA,4.6,8.6,1.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2024-05-01,NA,8.6,11,6.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2024-06-01,NA,12.8,16.6,9.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2024-07-01,NA,14.9,17.2,11.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2024-08-01,NA,14.4,15.9,11,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2024-09-01,NA,11.1,13.8,8.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2024-10-01,NA,5.5,8.8,0.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2024-11-01,NA,-0.4,3.1,-4.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2024-12-01,NA,0,3.6,-5.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2025-01-01,NA,1.8,3.8,-3.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2025-02-01,NA,-0.2,4.1,-3.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2025-03-01,NA,2.6,5.6,-1.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2025-04-01,NA,4.4,7.7,1.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2025-05-01,NA,8.4,11.2,6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2025-06-01,NA,12.3,16.3,9.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2025-07-01,NA,14.4,16.7,11.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2025-08-01,NA,14,16.8,11.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2025-09-01,NA,10.7,13.2,7.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2025-10-01,NA,6.8,8.2,2.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2025-11-01,NA,2.3,4.2,-2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2025-12-01,NA,0.6,3.7,-4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2026-01-01,NA,-0.2,2.5,-6.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2026-02-01,NA,3.5,4.8,-2.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2026-03-01,NA,3.7,7.4,-0.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2026-04-01,NA,7.2,10.4,5.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2026-05-01,NA,9.4,12.9,6.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2026-06-01,NA,14.2,16.4,10.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2026-07-01,NA,15.4,18.2,12.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2026-08-01,NA,13.7,17.2,11.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2026-09-01,NA,11.7,14.8,8.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2026-10-01,NA,6.4,9.1,2.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2026-11-01,NA,3.1,6.1,-0.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2026-12-01,NA,0.5,3.6,-2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2027-01-01,NA,0.9,3.9,-2.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2027-02-01,NA,1.7,4.4,-4.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2027-03-01,NA,3.5,5.9,-2.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2027-04-01,NA,7.4,9.4,4.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2027-05-01,NA,10.1,11.9,6.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2027-06-01,NA,14.6,17.8,10.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2027-07-01,NA,15.3,19.7,13.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2027-08-01,NA,14.5,18.9,12.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2027-09-01,NA,10.5,14.7,8.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2027-10-01,NA,5.2,9.8,4.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2027-11-01,NA,1.9,5.3,-0.2,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2027-12-01,NA,-1.6,0.2,-7.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2028-01-01,NA,-0.1,4.5,-2.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2028-02-01,NA,1.3,4.6,-2.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2028-03-01,NA,2.3,3.4,-5.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2028-04-01,NA,5.8,8.9,0.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2028-05-01,NA,8.8,12.4,5.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2028-06-01,NA,12.5,16.8,10.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2028-07-01,NA,14.3,16.9,11.7,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2028-08-01,NA,13.9,17.9,12.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2028-09-01,NA,10.5,14.7,8.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2028-10-01,NA,8.2,10,4.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2028-11-01,NA,1.6,4,-2.4,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2028-12-01,NA,0,1.8,-5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2029-01-01,NA,-2,2.1,-3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2029-02-01,NA,0.5,4.8,-3.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2029-03-01,NA,1.9,5.4,-1.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2029-04-01,NA,5.6,9,2.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2029-05-01,NA,8.7,12.5,6.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2029-06-01,NA,12.2,16,10.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2029-07-01,NA,13.5,16.6,11.5,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2029-08-01,NA,13.6,17.3,12.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2029-09-01,NA,10.1,13.5,9.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2029-10-01,NA,5.8,8.2,2.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2029-11-01,NA,2.7,5,-1.8,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2029-12-01,NA,1.6,3.3,-3.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2030-01-01,NA,2.7,5,-1.3,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2030-02-01,NA,3.4,6.4,-0.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2030-03-01,NA,3.6,6.9,0.9,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2030-04-01,NA,6.6,9.7,3.6,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2030-05-01,NA,9.6,14.1,6.1,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
