# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
GFDL-CM3,rcp45,July,2033,13.7,14.9,16
GFDL-CM3,rcp45,July,2034,13.5,14.3,15.3
GFDL-CM3,rcp45,July,2035,12.6,13.6,14.9
GFDL-CM3,rcp45,July,2036,14,14.8,15.7
GFDL-CM3,rcp45,July,2037,14.5,15.2,16.2
GFDL-CM3,rcp45,July,2038,12.9,13.8,14.8
GFDL-CM3,rcp45,July,2039,12.2,13,14
GFDL-CM3,rcp45,July,2040,15.1,16,17
GFDL-CM3,rcp45,July,2041,15,15.7,16.6
GFDL-CM3,rcp45,July,2042,13.2,14,15.1
GFDL-CM3,rcp45,July,2043,15,16,17.1
GFDL-CM3,rcp45,July,2044,14.7,15.7,16.7
GFDL-CM3,rcp45,July,2045,15.9,17,18
GFDL-CM3,rcp45,July,2046,14.5,15.5,16.5
GFDL-CM3,rcp45,July,2047,14,14.8,15.8
GFDL-CM3,rcp45,July,2048,14.9,15.9,17
GFDL-CM3,rcp45,July,2049,14.8,15.6,16.5
GFDL-CM3,rcp45,July,2050,14.2,15.1,16.2
GFDL-CM3,rcp45,July,2051,14.3,15.3,16.5
GFDL-CM3,rcp45,July,2052,13.8,14.5,15.6
GFDL-CM3,rcp45,July,2053,14.4,15.5,16.6
GFDL-CM3,rcp45,July,2054,14,14.9,15.9
GFDL-CM3,rcp45,July,2055,14.9,15.8,16.9
GFDL-CM3,rcp45,July,2056,15,16,17
GFDL-CM3,rcp45,July,2057,14.4,15.4,16.5
GFDL-CM3,rcp45,July,2058,14.9,15.6,16.6
GFDL-CM3,rcp45,July,2059,15.6,16.6,17.6
GFDL-CM3,rcp45,July,2060,15.2,16.3,17.5
GFDL-CM3,rcp45,July,2061,14.6,15.5,16.5
GFDL-CM3,rcp45,July,2062,15,15.9,16.8
GFDL-CM3,rcp45,July,2063,15.2,16,16.9
GFDL-CM3,rcp45,July,2064,14.5,15.7,16.8
GFDL-CM3,rcp45,July,2065,14.1,15.2,16.5
GFDL-CM3,rcp45,July,2066,16.2,17.4,18.4
GFDL-CM3,rcp45,July,2067,14,14.7,15.6
GFDL-CM3,rcp45,July,2068,15.4,16.3,17.3
GFDL-CM3,rcp45,July,2069,15.4,16.1,17.1
GFDL-CM3,rcp45,July,2070,15.7,16.7,17.7
GFDL-CM3,rcp45,July,2071,14.1,14.9,16
GFDL-CM3,rcp45,July,2072,14.7,15.7,16.9
GFDL-CM3,rcp45,July,2073,15.4,16.5,17.6
GFDL-CM3,rcp45,July,2074,14.6,15.6,16.7
GFDL-CM3,rcp45,July,2075,15,16,17.1
GFDL-CM3,rcp45,July,2076,14.6,15.7,16.8
GFDL-CM3,rcp45,July,2077,15.3,16,16.9
GFDL-CM3,rcp45,July,2078,14.7,15.6,16.4
GFDL-CM3,rcp45,July,2079,14.5,15.7,16.6
GFDL-CM3,rcp45,July,2080,16.1,17.3,18.5
GFDL-CM3,rcp45,July,2081,13.7,14.6,15.6
GFDL-CM3,rcp45,July,2082,15,16.1,17.2
GFDL-CM3,rcp45,July,2083,16,17,18
GFDL-CM3,rcp45,July,2084,15.7,16.7,17.8
GFDL-CM3,rcp45,July,2085,15.7,16.5,17.4
GFDL-CM3,rcp45,July,2086,15.5,16.5,17.5
GFDL-CM3,rcp45,July,2087,15.6,16.8,17.8
GFDL-CM3,rcp45,July,2088,14.7,16,17
GFDL-CM3,rcp45,July,2089,15.5,16.8,17.8
GFDL-CM3,rcp45,July,2090,16.2,17.4,18.5
GFDL-CM3,rcp45,July,2091,15.4,16.6,17.7
GFDL-CM3,rcp45,July,2092,16.7,17.9,19.1
GFDL-CM3,rcp45,July,2093,15.1,16.7,18.1
GFDL-CM3,rcp45,July,2094,15.3,16.4,17.5
GFDL-CM3,rcp45,July,2095,14.9,15.9,17
GFDL-CM3,rcp45,July,2096,16.2,17.4,18.4
GFDL-CM3,rcp45,July,2097,16,17.3,18.4
GFDL-CM3,rcp45,July,2098,16.1,17.2,18.4
GFDL-CM3,rcp45,July,2099,15.1,16.3,17.5
GFDL-CM3,rcp45,July,2100,14.5,15.5,16.7
GFDL-CM3,rcp45,August,2006,12.6,13.5,14.5
GFDL-CM3,rcp45,August,2007,12.9,13.8,14.6
GFDL-CM3,rcp45,August,2008,12.9,13.6,14.4
GFDL-CM3,rcp45,August,2009,12.4,13.4,14.3
GFDL-CM3,rcp45,August,2010,13.2,14,14.7
GFDL-CM3,rcp45,August,2011,13.1,13.9,14.8
GFDL-CM3,rcp45,August,2012,12.1,12.9,13.8
GFDL-CM3,rcp45,August,2013,13.7,14.5,15.5
GFDL-CM3,rcp45,August,2014,14.6,15.4,16.3
GFDL-CM3,rcp45,August,2015,11.5,12.2,13
GFDL-CM3,rcp45,August,2016,12.3,13.2,14.1
GFDL-CM3,rcp45,August,2017,12.9,13.9,14.7
GFDL-CM3,rcp45,August,2018,12.6,13.4,14.1
GFDL-CM3,rcp45,August,2019,13.1,13.8,14.6
GFDL-CM3,rcp45,August,2020,12,12.7,13.5
GFDL-CM3,rcp45,August,2021,13.5,14.4,15.2
GFDL-CM3,rcp45,August,2022,13.2,13.8,14.5
GFDL-CM3,rcp45,August,2023,13,13.8,14.5
GFDL-CM3,rcp45,August,2024,13.1,14,14.9
GFDL-CM3,rcp45,August,2025,13.9,14.7,15.5
GFDL-CM3,rcp45,August,2026,13.4,14.4,15.3
GFDL-CM3,rcp45,August,2027,13.6,14.7,15.7
GFDL-CM3,rcp45,August,2028,13.7,14.8,15.8
GFDL-CM3,rcp45,August,2029,12.6,13.8,15.1
GFDL-CM3,rcp45,August,2030,12.7,13.6,14.6
GFDL-CM3,rcp45,August,2031,14,14.8,15.6
GFDL-CM3,rcp45,August,2032,12.7,13.5,14.5
GFDL-CM3,rcp45,August,2033,13.3,14.3,15.3
GFDL-CM3,rcp45,August,2034,13.5,14.6,15.5
GFDL-CM3,rcp45,August,2035,13,14.1,15.1
GFDL-CM3,rcp45,August,2036,13.4,14.4,15.3
GFDL-CM3,rcp45,August,2037,13.4,14.4,15.3
GFDL-CM3,rcp45,August,2038,12.4,13.5,14.5
GFDL-CM3,rcp45,August,2039,13.6,14.6,15.7
GFDL-CM3,rcp45,August,2040,15.6,16.5,17.3
GFDL-CM3,rcp45,August,2041,13.8,14.7,15.6
GFDL-CM3,rcp45,August,2042,13.3,14.4,15.3
GFDL-CM3,rcp45,August,2043,14.7,15.9,16.8
GFDL-CM3,rcp45,August,2044,14.3,15.3,16.2
GFDL-CM3,rcp45,August,2045,14.3,15.2,16.1
GFDL-CM3,rcp45,August,2046,14.8,15.6,16.4
GFDL-CM3,rcp45,August,2047,13.4,14.3,15.3
GFDL-CM3,rcp45,August,2048,13.7,14.6,15.6
GFDL-CM3,rcp45,August,2049,14.4,15.5,16.5
GFDL-CM3,rcp45,August,2050,13.2,14.3,15.5
GFDL-CM3,rcp45,August,2051,14.3,15.2,16.3
GFDL-CM3,rcp45,August,2052,13.9,14.8,15.6
GFDL-CM3,rcp45,August,2053,13.6,14.7,15.7
GFDL-CM3,rcp45,August,2054,13.7,14.8,15.8
GFDL-CM3,rcp45,August,2055,14.7,15.7,16.7
GFDL-CM3,rcp45,August,2056,13.2,14.3,15.4
GFDL-CM3,rcp45,August,2057,14.2,15.4,16.5
GFDL-CM3,rcp45,August,2058,13.9,14.9,15.8
GFDL-CM3,rcp45,August,2059,15.2,16.3,17.3
GFDL-CM3,rcp45,August,2060,14.9,15.8,16.7
GFDL-CM3,rcp45,August,2061,13.6,14.8,15.9
GFDL-CM3,rcp45,August,2062,14.2,15.4,16.4
GFDL-CM3,rcp45,August,2063,15.5,16.7,17.6
GFDL-CM3,rcp45,August,2064,13.9,14.8,15.7
GFDL-CM3,rcp45,August,2065,13.5,14.7,15.8
GFDL-CM3,rcp45,August,2066,15.1,16.2,17.1
GFDL-CM3,rcp45,August,2067,13.4,14.2,15.2
GFDL-CM3,rcp45,August,2068,14.3,15.4,16.3
GFDL-CM3,rcp45,August,2069,13.7,14.8,15.9
GFDL-CM3,rcp45,August,2070,15.5,16.5,17.4
GFDL-CM3,rcp45,August,2071,14.9,15.9,16.7
GFDL-CM3,rcp45,August,2072,14.4,15.3,16.3
GFDL-CM3,rcp45,August,2073,15,15.9,16.8
GFDL-CM3,rcp45,August,2074,13.9,14.8,15.7
GFDL-CM3,rcp45,August,2075,14.7,15.5,16.3
GFDL-CM3,rcp45,August,2076,15.4,16.3,17.2
GFDL-CM3,rcp45,August,2077,15.1,16.2,17.2
GFDL-CM3,rcp45,August,2078,13.8,14.9,16
GFDL-CM3,rcp45,August,2079,13.7,14.7,15.6
GFDL-CM3,rcp45,August,2080,15.1,16,16.9
GFDL-CM3,rcp45,August,2081,14,14.9,15.7
GFDL-CM3,rcp45,August,2082,14.3,15.3,16.3
GFDL-CM3,rcp45,August,2083,14.9,15.9,16.7
GFDL-CM3,rcp45,August,2084,14.9,15.8,16.6
GFDL-CM3,rcp45,August,2085,14.9,15.7,16.7
GFDL-CM3,rcp45,August,2086,15.3,16.3,17.2
GFDL-CM3,rcp45,August,2087,14.2,15.2,16.1
GFDL-CM3,rcp45,August,2088,13.5,14.6,15.4
GFDL-CM3,rcp45,August,2089,14.3,15.1,15.9
GFDL-CM3,rcp45,August,2090,14,15,15.9
GFDL-CM3,rcp45,August,2091,14.2,15.5,16.7
GFDL-CM3,rcp45,August,2092,13.7,14.9,15.9
GFDL-CM3,rcp45,August,2093,14.7,16,17.3
GFDL-CM3,rcp45,August,2094,14.7,15.8,16.9
GFDL-CM3,rcp45,August,2095,15,16.3,17.6
GFDL-CM3,rcp45,August,2096,14.4,15.7,16.8
GFDL-CM3,rcp45,August,2097,14.3,15.5,16.7
GFDL-CM3,rcp45,August,2098,14.7,16,17.2
GFDL-CM3,rcp45,August,2099,14.4,15.6,16.9
GFDL-CM3,rcp45,August,2100,14.2,15.2,16.3
GFDL-CM3,rcp45,September,2006,11.2,11.8,12.5
GFDL-CM3,rcp45,September,2007,9.1,10.1,11.3
GFDL-CM3,rcp45,September,2008,9.8,10.7,11.7
GFDL-CM3,rcp45,September,2009,9.6,10.5,11.6
GFDL-CM3,rcp45,September,2010,10.9,11.6,12.4
GFDL-CM3,rcp45,September,2011,9.9,10.8,11.9
GFDL-CM3,rcp45,September,2012,9.2,10.2,11.4
GFDL-CM3,rcp45,September,2013,9.9,10.9,12.1
GFDL-CM3,rcp45,September,2014,10.2,11,12
GFDL-CM3,rcp45,September,2015,7.8,8.8,10
GFDL-CM3,rcp45,September,2016,8.3,9.1,10.2
GFDL-CM3,rcp45,September,2017,9.3,10.2,11.3
GFDL-CM3,rcp45,September,2018,10.5,11.3,12.2
GFDL-CM3,rcp45,September,2019,9.6,10.4,11.4
GFDL-CM3,rcp45,September,2020,8.5,9.4,10.6
GFDL-CM3,rcp45,September,2021,9.9,10.7,11.7
GFDL-CM3,rcp45,September,2022,10.7,11.4,12.3
GFDL-CM3,rcp45,September,2023,10.6,11.4,12.4
GFDL-CM3,rcp45,September,2024,9.9,10.7,11.7
GFDL-CM3,rcp45,September,2025,10.7,11.6,12.7
GFDL-CM3,rcp45,September,2026,8.9,9.8,11
GFDL-CM3,rcp45,September,2027,11.1,12,12.9
GFDL-CM3,rcp45,September,2028,10.5,11.5,12.5
GFDL-CM3,rcp45,September,2029,9.1,10.3,11.6
GFDL-CM3,rcp45,September,2030,10.3,11.1,12.1
GFDL-CM3,rcp45,September,2031,10.5,11.3,12.4
GFDL-CM3,rcp45,September,2032,11.2,12,12.8
GFDL-CM3,rcp45,September,2033,11.1,11.9,12.6
GFDL-CM3,rcp45,September,2034,10.3,11.4,12.6
GFDL-CM3,rcp45,September,2035,10.5,11.4,12.5
GFDL-CM3,rcp45,September,2036,11.1,12,13
GFDL-CM3,rcp45,September,2037,10.2,11.2,12.4
GFDL-CM3,rcp45,September,2038,10.2,11.2,12.5
GFDL-CM3,rcp45,September,2039,10.1,11.1,12.4
GFDL-CM3,rcp45,September,2040,11.7,12.7,13.8
GFDL-CM3,rcp45,September,2041,10.4,11.4,12.5
GFDL-CM3,rcp45,September,2042,10,11,12
GFDL-CM3,rcp45,September,2043,9.3,10.5,11.9
GFDL-CM3,rcp45,September,2044,12.2,13.1,13.9
GFDL-CM3,rcp45,September,2045,11.2,12,13
GFDL-CM3,rcp45,September,2046,10.7,11.6,12.7
GFDL-CM3,rcp45,September,2047,10.6,11.7,13
GFDL-CM3,rcp45,September,2048,10.9,11.6,12.5
GFDL-CM3,rcp45,September,2049,11.3,12.1,13.1
GFDL-CM3,rcp45,September,2050,9.8,10.9,12.2
GFDL-CM3,rcp45,September,2051,11.7,12.6,13.5
GFDL-CM3,rcp45,September,2052,10.9,11.8,12.9
GFDL-CM3,rcp45,September,2053,11.7,12.6,13.6
GFDL-CM3,rcp45,September,2054,11.7,12.6,13.6
GFDL-CM3,rcp45,September,2055,12.7,13.5,14.5
GFDL-CM3,rcp45,September,2056,11.3,12.3,13.3
GFDL-CM3,rcp45,September,2057,10.1,11.3,12.7
GFDL-CM3,rcp45,September,2058,11.2,12.3,13.4
GFDL-CM3,rcp45,September,2059,11.7,12.5,13.5
GFDL-CM3,rcp45,September,2060,12,13,14.2
GFDL-CM3,rcp45,September,2061,9.7,10.7,12.1
GFDL-CM3,rcp45,September,2062,10.8,11.6,12.5
GFDL-CM3,rcp45,September,2063,11.6,12.7,13.8
GFDL-CM3,rcp45,September,2064,10.7,11.9,13
GFDL-CM3,rcp45,September,2065,11.9,12.8,13.9
GFDL-CM3,rcp45,September,2066,13.3,14.1,15
GFDL-CM3,rcp45,September,2067,8.8,9.8,11.1
GFDL-CM3,rcp45,September,2068,11.4,12.3,13.4
GFDL-CM3,rcp45,September,2069,11,12.1,13.1
GFDL-CM3,rcp45,September,2070,12.6,13.3,14.3
GFDL-CM3,rcp45,September,2071,12.1,12.9,13.9
GFDL-CM3,rcp45,September,2072,10.9,12,13.2
GFDL-CM3,rcp45,September,2073,12.5,13.3,14.4
GFDL-CM3,rcp45,September,2074,12.3,13.1,14
GFDL-CM3,rcp45,September,2075,10.6,11.6,12.8
GFDL-CM3,rcp45,September,2076,11.2,12.1,13.2
GFDL-CM3,rcp45,September,2077,12.8,13.8,14.8
GFDL-CM3,rcp45,September,2078,9.8,11,12.3
GFDL-CM3,rcp45,September,2079,10.8,11.8,13.2
GFDL-CM3,rcp45,September,2080,11.5,12.2,13.1
GFDL-CM3,rcp45,September,2081,10.3,11.1,12.1
GFDL-CM3,rcp45,September,2082,12.4,13.1,13.9
GFDL-CM3,rcp45,September,2083,11.2,12.1,13.2
GFDL-CM3,rcp45,September,2084,12.9,13.7,14.4
GFDL-CM3,rcp45,September,2085,12.2,13,14
GFDL-CM3,rcp45,September,2086,11.2,12.3,13.4
GFDL-CM3,rcp45,September,2087,11.2,12.1,13.1
GFDL-CM3,rcp45,September,2088,10.9,12,13.1
GFDL-CM3,rcp45,September,2089,10.7,12,13.5
GFDL-CM3,rcp45,September,2090,10.4,11.5,12.8
GFDL-CM3,rcp45,September,2091,11.5,12.4,13.6
GFDL-CM3,rcp45,September,2092,11.9,12.9,13.9
GFDL-CM3,rcp45,September,2093,11,12.3,13.6
GFDL-CM3,rcp45,September,2094,11.1,12.2,13.3
GFDL-CM3,rcp45,September,2095,12.3,13.1,14.1
GFDL-CM3,rcp45,September,2096,12.2,13.3,14.5
GFDL-CM3,rcp45,September,2097,11.2,12.2,13.4
GFDL-CM3,rcp45,September,2098,11.8,12.7,13.8
GFDL-CM3,rcp45,September,2099,11.8,13,14.4
GFDL-CM3,rcp45,September,2100,11.4,12.3,13.4
GFDL-CM3,rcp45,October,2006,6.6,7.6,8.7
GFDL-CM3,rcp45,October,2007,4.5,5.5,6.9
GFDL-CM3,rcp45,October,2008,3.4,4.6,6
GFDL-CM3,rcp45,October,2009,6.6,7.3,8.3
GFDL-CM3,rcp45,October,2010,7.1,7.7,8.7
GFDL-CM3,rcp45,October,2011,4,5.2,6.6
GFDL-CM3,rcp45,October,2012,2.4,3.8,5.5
GFDL-CM3,rcp45,October,2013,6.6,7.7,8.9
GFDL-CM3,rcp45,October,2014,5.9,7,8.3
GFDL-CM3,rcp45,October,2015,4.6,5.6,7
GFDL-CM3,rcp45,October,2016,6.5,7.2,8.3
GFDL-CM3,rcp45,October,2017,1.9,3.7,4.8
GFDL-CM3,rcp45,October,2018,2.9,3.9,5.3
GFDL-CM3,rcp45,October,2019,5.7,6.7,8
GFDL-CM3,rcp45,October,2020,5.5,6.5,7.6
GFDL-CM3,rcp45,October,2021,7.5,8.5,9.5
GFDL-CM3,rcp45,October,2022,3.7,4.8,6.3
GFDL-CM3,rcp45,October,2023,3,4.4,6
GFDL-CM3,rcp45,October,2024,5.3,6.4,7.8
GFDL-CM3,rcp45,October,2025,7.7,8.4,9.2
GFDL-CM3,rcp45,October,2026,4.8,5.8,7.2
GFDL-CM3,rcp45,October,2027,6.6,7.5,8.6
GFDL-CM3,rcp45,October,2028,5.5,6.6,7.9
GFDL-CM3,rcp45,October,2029,4.6,5.8,7.3
GFDL-CM3,rcp45,October,2030,4.3,5.4,6.9
GFDL-CM3,rcp45,October,2031,6.8,7.8,9.3
GFDL-CM3,rcp45,October,2032,6.1,7.2,8.5
GFDL-CM3,rcp45,October,2033,6.7,7.5,8.6
GFDL-CM3,rcp45,October,2034,5.6,6.6,8
GFDL-CM3,rcp45,October,2035,3.5,4.5,6.1
GFDL-CM3,rcp45,October,2036,6.9,7.9,9.3
GFDL-CM3,rcp45,October,2037,6.8,7.8,8.9
GFDL-CM3,rcp45,October,2038,5.8,6.8,8.1
GFDL-CM3,rcp45,October,2039,7.3,8.2,9.4
GFDL-CM3,rcp45,October,2040,6.2,7.3,8.8
GFDL-CM3,rcp45,October,2041,6.4,7.4,8.7
GFDL-CM3,rcp45,October,2042,6.9,7.8,8.9
GFDL-CM3,rcp45,October,2043,7.7,8.4,9.4
GFDL-CM3,rcp45,October,2044,10.4,11.1,12.1
GFDL-CM3,rcp45,October,2045,5.2,6.6,8.5
GFDL-CM3,rcp45,October,2046,7.8,8.7,9.8
GFDL-CM3,rcp45,October,2047,6.4,7.8,9.4
GFDL-CM3,rcp45,October,2048,4.9,6.1,7.5
GFDL-CM3,rcp45,October,2049,7.9,8.9,10
GFDL-CM3,rcp45,October,2050,6,7.1,8.4
GFDL-CM3,rcp45,October,2051,8.4,9.2,10.1
GFDL-CM3,rcp45,October,2052,7.9,8.9,10.1
GFDL-CM3,rcp45,October,2053,7.2,8.2,9.5
GFDL-CM3,rcp45,October,2054,7.4,8.3,9.7
GFDL-CM3,rcp45,October,2055,6.6,7.5,8.8
GFDL-CM3,rcp45,October,2056,7,8,9.1
GFDL-CM3,rcp45,October,2057,7.3,8.4,9.6
GFDL-CM3,rcp45,October,2058,6.9,7.9,9.1
GFDL-CM3,rcp45,October,2059,8.2,9.1,10.2
GFDL-CM3,rcp45,October,2060,4.5,5.9,7.8
GFDL-CM3,rcp45,October,2061,8,8.7,9.7
GFDL-CM3,rcp45,October,2062,6.5,7.9,9.5
GFDL-CM3,rcp45,October,2063,8.5,9.5,10.8
GFDL-CM3,rcp45,October,2064,7.2,8.5,10.3
GFDL-CM3,rcp45,October,2065,8,9.1,10.4
GFDL-CM3,rcp45,October,2066,6.4,7.4,8.6
GFDL-CM3,rcp45,October,2067,6.5,7.4,8.5
GFDL-CM3,rcp45,October,2068,8.8,9.4,10.3
GFDL-CM3,rcp45,October,2069,6.2,7.1,8.2
GFDL-CM3,rcp45,October,2070,9.4,10,11
GFDL-CM3,rcp45,October,2071,8.6,9.5,10.6
GFDL-CM3,rcp45,October,2072,4.5,6.1,8.1
GFDL-CM3,rcp45,October,2073,8.8,9.6,10.6
GFDL-CM3,rcp45,October,2074,5.5,6.7,8.1
GFDL-CM3,rcp45,October,2075,7,8,9.3
GFDL-CM3,rcp45,October,2076,7.4,8.3,9.4
GFDL-CM3,rcp45,October,2077,8.5,9.2,10.3
GFDL-CM3,rcp45,October,2078,5.6,6.7,8.2
GFDL-CM3,rcp45,October,2079,6.5,7.8,9.4
GFDL-CM3,rcp45,October,2080,7.5,8.3,9.5
GFDL-CM3,rcp45,October,2081,6,7.4,9
GFDL-CM3,rcp45,October,2082,7.4,8.8,10.4
GFDL-CM3,rcp45,October,2083,8.4,9.4,10.5
GFDL-CM3,rcp45,October,2084,6.7,7.8,9.1
GFDL-CM3,rcp45,October,2085,6.5,7.5,8.8
GFDL-CM3,rcp45,October,2086,6.9,7.8,9.1
GFDL-CM3,rcp45,October,2087,7.7,8.6,9.7
GFDL-CM3,rcp45,October,2088,6.1,7.2,8.6
GFDL-CM3,rcp45,October,2089,8.2,9.4,10.6
GFDL-CM3,rcp45,October,2090,8.2,9.3,10.6
GFDL-CM3,rcp45,October,2091,6.8,7.8,9
GFDL-CM3,rcp45,October,2092,8.3,9.5,10.9
GFDL-CM3,rcp45,October,2093,9.1,9.9,10.9
GFDL-CM3,rcp45,October,2094,6.5,7.7,9
GFDL-CM3,rcp45,October,2095,9.1,10.1,11.1
GFDL-CM3,rcp45,October,2096,9.6,10.6,11.7
GFDL-CM3,rcp45,October,2097,9.5,10.4,11.5
GFDL-CM3,rcp45,October,2098,7.3,8.6,10.2
GFDL-CM3,rcp45,October,2099,9.2,10.1,11.2
GFDL-CM3,rcp45,October,2100,6.7,7.7,9
GFDL-CM3,rcp45,November,2006,2.6,3.8,5.1
GFDL-CM3,rcp45,November,2007,-1.6,0.3,1.9
GFDL-CM3,rcp45,November,2008,-8,-5.3,-3.7
GFDL-CM3,rcp45,November,2009,-2.5,-0.7,0.9
GFDL-CM3,rcp45,November,2010,2,3.5,4.9
GFDL-CM3,rcp45,November,2011,-8.1,-5,-3
GFDL-CM3,rcp45,November,2012,-2.4,-0.4,1.5
GFDL-CM3,rcp45,November,2013,-3.2,-0.9,1.2
GFDL-CM3,rcp45,November,2014,-0.3,1.5,3
GFDL-CM3,rcp45,November,2015,-5.3,-3.2,-2.5
GFDL-CM3,rcp45,November,2016,1,2.5,4
GFDL-CM3,rcp45,November,2017,-2.5,-0.9,0.7
GFDL-CM3,rcp45,November,2018,-2,0.1,2.3
GFDL-CM3,rcp45,November,2019,-3.2,-1.7,0.2
GFDL-CM3,rcp45,November,2020,-0.5,0.9,2.4
GFDL-CM3,rcp45,November,2021,1.2,2.8,4.3
GFDL-CM3,rcp45,November,2022,0.7,2.3,3.9
GFDL-CM3,rcp45,November,2023,-0.5,0.6,2.2
GFDL-CM3,rcp45,November,2024,-2.8,-0.7,1.5
GFDL-CM3,rcp45,November,2025,-2.5,-0.2,2.2
GFDL-CM3,rcp45,November,2026,-0.2,1.5,3.1
GFDL-CM3,rcp45,November,2027,1.2,2.6,4.1
GFDL-CM3,rcp45,November,2028,-1.8,0,1.9
GFDL-CM3,rcp45,November,2029,-2.8,-1,0.8
GFDL-CM3,rcp45,November,2030,0.1,1.2,2.7
GFDL-CM3,rcp45,November,2031,3,3.9,5.3
GFDL-CM3,rcp45,November,2032,-5.7,-3.5,-2
GFDL-CM3,rcp45,November,2033,2.4,4,5.4
GFDL-CM3,rcp45,November,2034,-1.4,0.1,1.7
GFDL-CM3,rcp45,November,2035,-2,-0.2,1.7
GFDL-CM3,rcp45,November,2036,3.9,4.8,5.9
GFDL-CM3,rcp45,November,2037,-0.5,1.2,2.9
GFDL-CM3,rcp45,November,2038,0.1,1.6,3.2
GFDL-CM3,rcp45,November,2039,1.8,3.5,4.9
GFDL-CM3,rcp45,November,2040,1.5,3.1,5.1
GFDL-CM3,rcp45,November,2041,-5,-2.5,-1.9
GFDL-CM3,rcp45,November,2042,3.3,4.2,5.1
GFDL-CM3,rcp45,November,2043,0.7,2,3.6
GFDL-CM3,rcp45,November,2044,0.2,2.1,4.2
GFDL-CM3,rcp45,November,2045,4.7,5.7,6.7
GFDL-CM3,rcp45,November,2046,-1.1,0.9,3.1
GFDL-CM3,rcp45,November,2047,-0.8,1.2,3.5
GFDL-CM3,rcp45,November,2048,-2,0.3,2.7
GFDL-CM3,rcp45,November,2049,-3.5,-1.9,-0.2
GFDL-CM3,rcp45,November,2050,-0.1,1.3,2.7
GFDL-CM3,rcp45,November,2051,0.4,1.9,3.3
GFDL-CM3,rcp45,November,2052,-0.2,2.1,4.4
GFDL-CM3,rcp45,November,2053,0.1,1.6,3.1
GFDL-CM3,rcp45,November,2054,0.4,1.8,3.4
GFDL-CM3,rcp45,November,2055,-2.2,-0.8,0.9
GFDL-CM3,rcp45,November,2056,-1.2,0.8,2.7
GFDL-CM3,rcp45,November,2057,-1,0.9,2.9
GFDL-CM3,rcp45,November,2058,-2.2,-0.9,0.5
GFDL-CM3,rcp45,November,2059,1.9,3.3,4.5
GFDL-CM3,rcp45,November,2060,-2.7,-1.3,0.3
GFDL-CM3,rcp45,November,2061,4.2,5.6,7.2
GFDL-CM3,rcp45,November,2062,2.2,4,5.7
GFDL-CM3,rcp45,November,2063,4,5.6,7.1
GFDL-CM3,rcp45,November,2064,3.5,4.9,6.3
GFDL-CM3,rcp45,November,2065,-1.5,-0.1,1.6
GFDL-CM3,rcp45,November,2066,0.7,2.7,4.6
GFDL-CM3,rcp45,November,2067,2,3.1,4.3
GFDL-CM3,rcp45,November,2068,1.7,3.1,4.7
GFDL-CM3,rcp45,November,2069,1.9,3.6,5
GFDL-CM3,rcp45,November,2070,0.9,2.5,4.3
GFDL-CM3,rcp45,November,2071,4,5.1,6.2
GFDL-CM3,rcp45,November,2072,-0.5,1.5,3.5
GFDL-CM3,rcp45,November,2073,1.6,2.8,4.2
GFDL-CM3,rcp45,November,2074,0.2,1.8,3.6
GFDL-CM3,rcp45,November,2075,1.1,2.6,4.3
GFDL-CM3,rcp45,November,2076,0.9,2.4,3.8
GFDL-CM3,rcp45,November,2077,3.8,5.1,6.3
GFDL-CM3,rcp45,November,2078,1.1,2.9,4.6
GFDL-CM3,rcp45,November,2079,3.8,4.8,5.9
GFDL-CM3,rcp45,November,2080,3.9,5.3,6.6
GFDL-CM3,rcp45,November,2081,0.8,2.2,3.9
GFDL-CM3,rcp45,November,2082,0.7,2.2,3.8
GFDL-CM3,rcp45,November,2083,4.5,5.9,7.4
GFDL-CM3,rcp45,November,2084,1.6,3.2,4.7
GFDL-CM3,rcp45,November,2085,1.2,2.6,4.1
GFDL-CM3,rcp45,November,2086,3.3,4.8,6.4
GFDL-CM3,rcp45,November,2087,2.3,3.5,4.8
GFDL-CM3,rcp45,November,2088,-0.8,0.9,2.6
GFDL-CM3,rcp45,November,2089,4.7,6,7.3
GFDL-CM3,rcp45,November,2090,3.5,4.9,6.3
GFDL-CM3,rcp45,November,2091,2.6,4,5.3
GFDL-CM3,rcp45,November,2092,2.6,4,5.4
GFDL-CM3,rcp45,November,2093,4.5,6,7.3
GFDL-CM3,rcp45,November,2094,-0.8,0.3,1.9
GFDL-CM3,rcp45,November,2095,3.7,5,6.2
GFDL-CM3,rcp45,November,2096,3.1,4.4,5.7
GFDL-CM3,rcp45,November,2097,1.3,2.7,4.2
GFDL-CM3,rcp45,November,2098,2.6,3.9,5.3
GFDL-CM3,rcp45,November,2099,3.6,5,6.5
GFDL-CM3,rcp45,November,2100,0.9,1.9,3.1
GFDL-CM3,rcp45,December,2006,0.1,1.6,3.2
GFDL-CM3,rcp45,December,2007,0,1.4,2.8
GFDL-CM3,rcp45,December,2008,-3.8,-2.2,-0.4
