# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
GFDL-CM3,rcp45,December,2009,-6.8,-4.7,-2.7
GFDL-CM3,rcp45,December,2010,-4.4,-2.8,-1.1
GFDL-CM3,rcp45,December,2011,-1.2,0.7,2.4
GFDL-CM3,rcp45,December,2012,-0.7,1.4,3.4
GFDL-CM3,rcp45,December,2013,-9.6,-7.5,-6.1
GFDL-CM3,rcp45,December,2014,-8.6,-6.5,-5.4
GFDL-CM3,rcp45,December,2015,-7.8,-6.1,-4.7
GFDL-CM3,rcp45,December,2016,-6.2,-4.6,-3.1
GFDL-CM3,rcp45,December,2017,-4.8,-3.3,-1.6
GFDL-CM3,rcp45,December,2018,-1.9,-0.4,0.9
GFDL-CM3,rcp45,December,2019,-1.6,-0.1,1.6
GFDL-CM3,rcp45,December,2020,-4.5,-2.6,-1
GFDL-CM3,rcp45,December,2021,-2.3,-0.4,1.5
GFDL-CM3,rcp45,December,2022,-1.5,0.1,1.7
GFDL-CM3,rcp45,December,2023,-1.1,0.4,2
GFDL-CM3,rcp45,December,2024,-2,0.2,1.9
GFDL-CM3,rcp45,December,2025,-7,-4.9,-3.1
GFDL-CM3,rcp45,December,2026,0.7,1.8,3.1
GFDL-CM3,rcp45,December,2027,-3.1,-1,1
GFDL-CM3,rcp45,December,2028,-9.9,-5.3,-6.3
GFDL-CM3,rcp45,December,2029,-4.1,-1.7,0.5
GFDL-CM3,rcp45,December,2030,-3.8,-1.7,0.4
GFDL-CM3,rcp45,December,2031,1.8,3.3,4.7
GFDL-CM3,rcp45,December,2032,-6.7,-4.6,-2.8
GFDL-CM3,rcp45,December,2033,-2.4,-0.4,1.6
GFDL-CM3,rcp45,December,2034,-8.2,-4.4,-4.9
GFDL-CM3,rcp45,December,2035,-2.1,-0.8,0.7
GFDL-CM3,rcp45,December,2036,-1.7,-0.2,1.2
GFDL-CM3,rcp45,December,2037,-4.7,-3.1,-1.3
GFDL-CM3,rcp45,December,2038,-0.3,1.2,2.7
GFDL-CM3,rcp45,December,2039,2.9,3.8,4.9
GFDL-CM3,rcp45,December,2040,-3.3,-1.6,-0.1
GFDL-CM3,rcp45,December,2041,-5.3,-3.6,-1.8
GFDL-CM3,rcp45,December,2042,-4,-2.4,-0.7
GFDL-CM3,rcp45,December,2043,-1.1,0.5,2.1
GFDL-CM3,rcp45,December,2044,-9,-4.5,-5.9
GFDL-CM3,rcp45,December,2045,-0.3,1.3,2.9
GFDL-CM3,rcp45,December,2046,-4.9,-3.1,-1.5
GFDL-CM3,rcp45,December,2047,0.4,2.2,4.1
GFDL-CM3,rcp45,December,2048,-4.3,-2.3,-0.3
GFDL-CM3,rcp45,December,2049,-4.7,-2.6,-0.5
GFDL-CM3,rcp45,December,2050,0.3,1.4,2.6
GFDL-CM3,rcp45,December,2051,1.3,2.7,4
GFDL-CM3,rcp45,December,2052,-6.6,-3.7,-1.3
GFDL-CM3,rcp45,December,2053,-2.5,-0.8,0.9
GFDL-CM3,rcp45,December,2054,1.3,2.5,3.8
GFDL-CM3,rcp45,December,2055,-2.4,-0.9,0.9
GFDL-CM3,rcp45,December,2056,-2.1,-0.5,1.1
GFDL-CM3,rcp45,December,2057,-1.7,-0.4,1.2
GFDL-CM3,rcp45,December,2058,-3.2,-1.5,0.2
GFDL-CM3,rcp45,December,2059,-0.2,1.1,2.6
GFDL-CM3,rcp45,December,2060,-1.6,0,1.4
GFDL-CM3,rcp45,December,2061,3.6,4.5,5.5
GFDL-CM3,rcp45,December,2062,-0.9,0.3,1.7
GFDL-CM3,rcp45,December,2063,-0.9,0.7,2.4
GFDL-CM3,rcp45,December,2064,0.9,2.2,3.5
GFDL-CM3,rcp45,December,2065,-4.7,-3.1,-1.6
GFDL-CM3,rcp45,December,2066,-4,-1.9,0
GFDL-CM3,rcp45,December,2067,-2.5,-0.7,1
GFDL-CM3,rcp45,December,2068,0,1.6,3.2
GFDL-CM3,rcp45,December,2069,-3.9,-2,0.3
GFDL-CM3,rcp45,December,2070,0.6,2.1,3.7
GFDL-CM3,rcp45,December,2071,-2.8,-0.9,1
GFDL-CM3,rcp45,December,2072,-6.4,-3.6,-2.9
GFDL-CM3,rcp45,December,2073,-0.4,0.9,2.2
GFDL-CM3,rcp45,December,2074,1.1,2.7,4.1
GFDL-CM3,rcp45,December,2075,-6.1,-3.6,-2.6
GFDL-CM3,rcp45,December,2076,2.7,3.8,4.8
GFDL-CM3,rcp45,December,2077,-5.2,-3.3,-1.4
GFDL-CM3,rcp45,December,2078,-0.7,0.8,2.5
GFDL-CM3,rcp45,December,2079,-0.3,1.3,2.9
GFDL-CM3,rcp45,December,2080,-2.7,-0.9,1
GFDL-CM3,rcp45,December,2081,-0.6,1.1,2.6
GFDL-CM3,rcp45,December,2082,-6.5,-3.3,-1.7
GFDL-CM3,rcp45,December,2083,-2.3,-0.5,1.2
GFDL-CM3,rcp45,December,2084,1.3,2.8,4.3
GFDL-CM3,rcp45,December,2085,-4,-2.3,-0.6
GFDL-CM3,rcp45,December,2086,0.2,1.7,3.1
GFDL-CM3,rcp45,December,2087,-2.8,-1.4,0.1
GFDL-CM3,rcp45,December,2088,-1.4,0.4,2.3
GFDL-CM3,rcp45,December,2089,3.6,4.8,5.8
GFDL-CM3,rcp45,December,2090,-4,-2.7,-1.3
GFDL-CM3,rcp45,December,2091,2.8,3.8,5
GFDL-CM3,rcp45,December,2092,-5.5,-3.3,-2.4
GFDL-CM3,rcp45,December,2093,-0.4,1.1,2.7
GFDL-CM3,rcp45,December,2094,0.8,2.5,4.1
GFDL-CM3,rcp45,December,2095,0.7,2.3,3.9
GFDL-CM3,rcp45,December,2096,-0.8,0.8,2.3
GFDL-CM3,rcp45,December,2097,1.2,2.5,3.9
GFDL-CM3,rcp45,December,2098,2.3,3.5,4.7
GFDL-CM3,rcp45,December,2099,-2.9,-1,0.8
GFDL-CM3,rcp45,December,2100,-2.6,-1.1,0.5
GFDL-CM3,rcp85,January,2006,-1.3,0.1,1.5
GFDL-CM3,rcp85,January,2007,0,1.3,2.8
GFDL-CM3,rcp85,January,2008,-1.8,-0.4,1.2
GFDL-CM3,rcp85,January,2009,-2.8,-1.1,0.5
GFDL-CM3,rcp85,January,2010,-0.9,1.2,3
GFDL-CM3,rcp85,January,2011,1.1,2.3,3.4
GFDL-CM3,rcp85,January,2012,-6.7,-4.5,-2.2
GFDL-CM3,rcp85,January,2013,-1.7,0.1,1.9
GFDL-CM3,rcp85,January,2014,2.2,3.4,4.5
GFDL-CM3,rcp85,January,2015,-1.3,0.5,2.5
GFDL-CM3,rcp85,January,2016,0.7,2.2,3.6
GFDL-CM3,rcp85,January,2017,-6.7,-4.7,-2.2
GFDL-CM3,rcp85,January,2018,-2,-0.2,1.7
GFDL-CM3,rcp85,January,2019,1.1,2.4,3.7
GFDL-CM3,rcp85,January,2020,-1.2,0.3,1.9
GFDL-CM3,rcp85,January,2021,-12.2,-6.7,-6.8
GFDL-CM3,rcp85,January,2022,-1.5,0.3,2.3
GFDL-CM3,rcp85,January,2023,-2.7,-1,0.8
GFDL-CM3,rcp85,January,2024,-1.3,0.2,1.9
GFDL-CM3,rcp85,January,2025,3.3,4.3,5.1
GFDL-CM3,rcp85,January,2026,-1.3,0.5,2.5
GFDL-CM3,rcp85,January,2027,-0.1,1.1,2.5
GFDL-CM3,rcp85,January,2028,-0.8,0.9,2.9
GFDL-CM3,rcp85,January,2029,-5.2,-3.4,-1.4
GFDL-CM3,rcp85,January,2030,-0.6,1.1,2.8
GFDL-CM3,rcp85,January,2031,-5.2,-3.4,-1.5
GFDL-CM3,rcp85,January,2032,-4.3,-2.6,-0.5
GFDL-CM3,rcp85,January,2033,-3,-0.7,1.3
GFDL-CM3,rcp85,January,2034,-4,-1.8,0.8
GFDL-CM3,rcp85,January,2035,-2.6,-1,0.9
GFDL-CM3,rcp85,January,2036,-3.3,-1.6,0.1
GFDL-CM3,rcp85,January,2037,-4.2,-2.6,-0.6
GFDL-CM3,rcp85,January,2038,0.1,1.5,3.2
GFDL-CM3,rcp85,January,2039,-2.8,-1.1,0.9
GFDL-CM3,rcp85,January,2040,-8.9,-5.5,-4.1
GFDL-CM3,rcp85,January,2041,-0.2,1.3,2.9
GFDL-CM3,rcp85,January,2042,-2,-0.2,1.7
GFDL-CM3,rcp85,January,2043,-1.7,0.1,2
GFDL-CM3,rcp85,January,2044,2.1,3.2,4.6
GFDL-CM3,rcp85,January,2045,-5.3,-3.7,-1.8
GFDL-CM3,rcp85,January,2046,-0.6,1,2.6
GFDL-CM3,rcp85,January,2047,-1.9,-0.2,1.5
GFDL-CM3,rcp85,January,2048,-0.2,1.4,3.1
GFDL-CM3,rcp85,January,2049,3.5,4.6,5.6
GFDL-CM3,rcp85,January,2050,1,2.2,3.5
GFDL-CM3,rcp85,January,2051,-1,0.1,1.4
GFDL-CM3,rcp85,January,2052,1.8,3.1,4.4
GFDL-CM3,rcp85,January,2053,0.3,1.9,3.5
GFDL-CM3,rcp85,January,2054,-7.2,-4.8,-2.6
GFDL-CM3,rcp85,January,2055,-4.4,-2.5,-0.6
GFDL-CM3,rcp85,January,2056,-1.4,0.1,1.7
GFDL-CM3,rcp85,January,2057,1.4,2.6,4
GFDL-CM3,rcp85,January,2058,-0.3,1.3,3
GFDL-CM3,rcp85,January,2059,0.1,1.4,2.9
GFDL-CM3,rcp85,January,2060,-7.8,-4.4,-3.5
GFDL-CM3,rcp85,January,2061,2.1,3.3,4.7
GFDL-CM3,rcp85,January,2062,-0.1,1.3,2.8
GFDL-CM3,rcp85,January,2063,2.3,3.4,4.8
GFDL-CM3,rcp85,January,2064,0,1.6,3.2
GFDL-CM3,rcp85,January,2065,-8,-5.9,-4.3
GFDL-CM3,rcp85,January,2066,-2.1,-1,0.2
GFDL-CM3,rcp85,January,2067,0.8,2,3.3
GFDL-CM3,rcp85,January,2068,1.9,3.3,4.6
GFDL-CM3,rcp85,January,2069,-0.1,1.2,2.6
GFDL-CM3,rcp85,January,2070,-2.1,-0.4,1.5
GFDL-CM3,rcp85,January,2071,2.7,4,5.6
GFDL-CM3,rcp85,January,2072,-1.2,0.6,2.5
GFDL-CM3,rcp85,January,2073,1,2.3,3.7
GFDL-CM3,rcp85,January,2074,-0.6,0.8,2.2
GFDL-CM3,rcp85,January,2075,1.5,3.3,5.2
GFDL-CM3,rcp85,January,2076,1.9,3.2,4.7
GFDL-CM3,rcp85,January,2077,0.1,1.3,2.8
GFDL-CM3,rcp85,January,2078,3.4,4.5,5.6
GFDL-CM3,rcp85,January,2079,1.7,2.8,4.2
GFDL-CM3,rcp85,January,2080,2.1,3.4,4.8
GFDL-CM3,rcp85,January,2081,-0.8,0.4,1.8
GFDL-CM3,rcp85,January,2082,-2,-0.8,0.6
GFDL-CM3,rcp85,January,2083,2.7,3.9,5.3
GFDL-CM3,rcp85,January,2084,-0.1,1.2,2.5
GFDL-CM3,rcp85,January,2085,1.1,2.1,3.2
GFDL-CM3,rcp85,January,2086,-0.6,0.6,1.7
GFDL-CM3,rcp85,January,2087,1.6,2.9,4.3
GFDL-CM3,rcp85,January,2088,4,4.9,6
GFDL-CM3,rcp85,January,2089,-3.2,-1.8,-0.3
GFDL-CM3,rcp85,January,2090,-1.5,0.4,2.4
GFDL-CM3,rcp85,January,2091,-0.8,0.8,2.5
GFDL-CM3,rcp85,January,2092,-1.9,-0.5,1.1
GFDL-CM3,rcp85,January,2093,2.7,4,5.3
GFDL-CM3,rcp85,January,2094,5,6.1,7.2
GFDL-CM3,rcp85,January,2095,0.2,1.4,2.7
GFDL-CM3,rcp85,January,2096,2.3,3.7,5.3
GFDL-CM3,rcp85,January,2097,4.1,5.4,6.5
GFDL-CM3,rcp85,January,2098,2.6,4,5.6
GFDL-CM3,rcp85,January,2099,3.3,4.4,5.6
GFDL-CM3,rcp85,January,2100,0.4,1.8,3.3
GFDL-CM3,rcp85,February,2006,-2,-0.1,2.2
GFDL-CM3,rcp85,February,2007,-0.3,1.1,2.7
GFDL-CM3,rcp85,February,2008,-0.6,1,2.7
GFDL-CM3,rcp85,February,2009,-0.4,0.7,2
GFDL-CM3,rcp85,February,2010,-1,1.3,3.5
GFDL-CM3,rcp85,February,2011,-4.3,-2.8,-1
GFDL-CM3,rcp85,February,2012,-5,-3,-0.4
GFDL-CM3,rcp85,February,2013,-3.3,-1.1,1.2
GFDL-CM3,rcp85,February,2014,-2.1,-0.2,1.9
GFDL-CM3,rcp85,February,2015,-6.8,-5,-3
GFDL-CM3,rcp85,February,2016,-1.3,0.2,2.1
GFDL-CM3,rcp85,February,2017,1.5,2.7,4.1
GFDL-CM3,rcp85,February,2018,1.1,2.5,4.1
GFDL-CM3,rcp85,February,2019,-3.2,-0.9,1.6
GFDL-CM3,rcp85,February,2020,-0.6,0.9,2.8
GFDL-CM3,rcp85,February,2021,1.5,2.7,4.3
GFDL-CM3,rcp85,February,2022,0,1.4,2.9
GFDL-CM3,rcp85,February,2023,2.2,3.4,4.8
GFDL-CM3,rcp85,February,2024,-2.7,-1.2,0.4
GFDL-CM3,rcp85,February,2025,-1.6,0.1,2.2
GFDL-CM3,rcp85,February,2026,-0.7,0.7,2.5
GFDL-CM3,rcp85,February,2027,0.7,2.2,4.1
GFDL-CM3,rcp85,February,2028,-1.7,-0.2,1.8
GFDL-CM3,rcp85,February,2029,-1.7,0,2
GFDL-CM3,rcp85,February,2030,1.7,3.2,4.7
GFDL-CM3,rcp85,February,2031,-9,-4.7,-4.4
GFDL-CM3,rcp85,February,2032,-2.7,-1.5,0.2
GFDL-CM3,rcp85,February,2033,0.6,2.1,3.8
GFDL-CM3,rcp85,February,2034,-3.6,-1.4,1.2
GFDL-CM3,rcp85,February,2035,2.9,4,5.3
GFDL-CM3,rcp85,February,2036,-0.7,0.7,2.6
GFDL-CM3,rcp85,February,2037,1.8,3,4.2
GFDL-CM3,rcp85,February,2038,-2.2,-1.1,0.5
GFDL-CM3,rcp85,February,2039,-1.6,0.3,2.6
GFDL-CM3,rcp85,February,2040,-3.9,-2.2,-0.1
GFDL-CM3,rcp85,February,2041,0.9,2.3,4.1
GFDL-CM3,rcp85,February,2042,-1.2,0.1,1.9
GFDL-CM3,rcp85,February,2043,1.4,2.8,4.3
GFDL-CM3,rcp85,February,2044,0.5,2.2,4.2
GFDL-CM3,rcp85,February,2045,-5.8,-3.9,-1.7
GFDL-CM3,rcp85,February,2046,1.1,2.3,4
GFDL-CM3,rcp85,February,2047,0.9,2.6,4.3
GFDL-CM3,rcp85,February,2048,2.3,3.4,4.6
GFDL-CM3,rcp85,February,2049,1.3,2.5,4.1
GFDL-CM3,rcp85,February,2050,4.5,5.4,6.5
GFDL-CM3,rcp85,February,2051,0.8,2,3.6
GFDL-CM3,rcp85,February,2052,0.5,2.1,3.8
GFDL-CM3,rcp85,February,2053,2.9,4.3,5.7
GFDL-CM3,rcp85,February,2054,1.2,2.5,4.1
GFDL-CM3,rcp85,February,2055,0,1.8,3.8
GFDL-CM3,rcp85,February,2056,-3,-1.3,1
GFDL-CM3,rcp85,February,2057,1.3,2.4,3.7
GFDL-CM3,rcp85,February,2058,-3.7,-2.1,-0.1
GFDL-CM3,rcp85,February,2059,1.3,2.6,4.1
GFDL-CM3,rcp85,February,2060,1.5,2.9,4.6
GFDL-CM3,rcp85,February,2061,1.7,2.9,4.3
GFDL-CM3,rcp85,February,2062,3.2,4.4,5.9
GFDL-CM3,rcp85,February,2063,3.9,5.1,6.6
GFDL-CM3,rcp85,February,2064,3.1,4.4,5.9
GFDL-CM3,rcp85,February,2065,-2.5,-1.1,0.9
GFDL-CM3,rcp85,February,2066,2.1,3.3,5
GFDL-CM3,rcp85,February,2067,-1,0.6,2.6
GFDL-CM3,rcp85,February,2068,1.6,2.9,4.5
GFDL-CM3,rcp85,February,2069,2.4,3.9,5.5
GFDL-CM3,rcp85,February,2070,1.9,3.1,4.5
GFDL-CM3,rcp85,February,2071,0.6,1.9,3.5
GFDL-CM3,rcp85,February,2072,0,1.3,3.1
GFDL-CM3,rcp85,February,2073,-1.2,0.3,2
GFDL-CM3,rcp85,February,2074,1.1,2.6,4.4
GFDL-CM3,rcp85,February,2075,-5,-3.1,-1.6
GFDL-CM3,rcp85,February,2076,4.5,5.6,6.9
GFDL-CM3,rcp85,February,2077,2.7,4,5.5
GFDL-CM3,rcp85,February,2078,1.7,3.2,5
GFDL-CM3,rcp85,February,2079,0.1,1.5,3.2
GFDL-CM3,rcp85,February,2080,1.9,3.4,5
GFDL-CM3,rcp85,February,2081,1.2,2.8,4.6
GFDL-CM3,rcp85,February,2082,2.1,3.4,4.9
GFDL-CM3,rcp85,February,2083,4.8,5.9,7.2
GFDL-CM3,rcp85,February,2084,0.5,1.9,3.6
GFDL-CM3,rcp85,February,2085,4.5,5.5,6.6
GFDL-CM3,rcp85,February,2086,3.2,4.3,5.7
GFDL-CM3,rcp85,February,2087,3.6,4.9,6.3
GFDL-CM3,rcp85,February,2088,0.3,1.7,3.5
GFDL-CM3,rcp85,February,2089,5.1,6.1,7.2
GFDL-CM3,rcp85,February,2090,-4.4,-2.4,-0.7
GFDL-CM3,rcp85,February,2091,3.6,4.7,6
GFDL-CM3,rcp85,February,2092,6.6,7.4,8.4
GFDL-CM3,rcp85,February,2093,2.2,3.1,4.3
GFDL-CM3,rcp85,February,2094,3.6,4.5,5.8
GFDL-CM3,rcp85,February,2095,2.8,4.1,5.6
GFDL-CM3,rcp85,February,2096,3.1,4.4,6.2
GFDL-CM3,rcp85,February,2097,6.8,7.6,8.7
GFDL-CM3,rcp85,February,2098,0,1.6,3.5
GFDL-CM3,rcp85,February,2099,3.7,4.7,6
GFDL-CM3,rcp85,February,2100,5.9,6.8,7.7
GFDL-CM3,rcp85,March,2006,-3.8,-1.8,0.5
GFDL-CM3,rcp85,March,2007,-0.1,1.3,3
GFDL-CM3,rcp85,March,2008,2.2,3.5,5.3
GFDL-CM3,rcp85,March,2009,2.7,3.9,5.3
GFDL-CM3,rcp85,March,2010,-0.7,0.7,2.6
GFDL-CM3,rcp85,March,2011,-0.1,1.3,3.3
GFDL-CM3,rcp85,March,2012,0.1,1.6,3.4
GFDL-CM3,rcp85,March,2013,0.1,1.5,3.3
GFDL-CM3,rcp85,March,2014,-5,-3.2,-0.9
GFDL-CM3,rcp85,March,2015,0.2,1.6,3.5
GFDL-CM3,rcp85,March,2016,2.2,3.3,4.7
GFDL-CM3,rcp85,March,2017,1.8,3.2,5.1
GFDL-CM3,rcp85,March,2018,-0.7,1,2.8
GFDL-CM3,rcp85,March,2019,1.1,2.6,4.3
GFDL-CM3,rcp85,March,2020,-0.6,1.2,3.2
GFDL-CM3,rcp85,March,2021,-4.9,-2.9,-0.6
GFDL-CM3,rcp85,March,2022,3,4.2,5.6
GFDL-CM3,rcp85,March,2023,2,3.2,4.8
GFDL-CM3,rcp85,March,2024,-3.9,-2.1,0
GFDL-CM3,rcp85,March,2025,1.7,3,4.5
GFDL-CM3,rcp85,March,2026,3.3,4.4,6
GFDL-CM3,rcp85,March,2027,1.6,2.8,4.3
GFDL-CM3,rcp85,March,2028,-2.1,-0.7,1.1
GFDL-CM3,rcp85,March,2029,-1.2,0.3,2.1
GFDL-CM3,rcp85,March,2030,2.1,3.4,5.2
GFDL-CM3,rcp85,March,2031,0.9,2.2,3.9
GFDL-CM3,rcp85,March,2032,-3.1,-1.5,0.5
GFDL-CM3,rcp85,March,2033,0.2,1.9,4
GFDL-CM3,rcp85,March,2034,-3.8,-1.7,0.8
GFDL-CM3,rcp85,March,2035,-0.6,1.2,3.1
GFDL-CM3,rcp85,March,2036,2.6,3.7,5.4
GFDL-CM3,rcp85,March,2037,-0.6,0.7,2.4
GFDL-CM3,rcp85,March,2038,4.1,5,6
GFDL-CM3,rcp85,March,2039,3.2,4.4,5.7
GFDL-CM3,rcp85,March,2040,-2.7,-1.2,1.1
GFDL-CM3,rcp85,March,2041,3.7,4.7,6.2
GFDL-CM3,rcp85,March,2042,-4.2,-2.5,-0.7
GFDL-CM3,rcp85,March,2043,0.6,2,3.7
GFDL-CM3,rcp85,March,2044,3.9,5.1,6.5
GFDL-CM3,rcp85,March,2045,3.3,4.4,6.1
GFDL-CM3,rcp85,March,2046,4,5.2,6.8
GFDL-CM3,rcp85,March,2047,0.4,1.8,3.6
GFDL-CM3,rcp85,March,2048,1.9,3.4,5.1
GFDL-CM3,rcp85,March,2049,4.1,5,6.1
GFDL-CM3,rcp85,March,2050,-0.5,1.7,4.4
GFDL-CM3,rcp85,March,2051,4.1,5.2,6.6
GFDL-CM3,rcp85,March,2052,-0.6,0.9,2.8
GFDL-CM3,rcp85,March,2053,3,3.9,5.2
GFDL-CM3,rcp85,March,2054,-4.8,-2.8,-0.8
GFDL-CM3,rcp85,March,2055,1.5,2.8,4.4
GFDL-CM3,rcp85,March,2056,1.7,3,4.9
GFDL-CM3,rcp85,March,2057,4.9,5.7,6.7
GFDL-CM3,rcp85,March,2058,2.4,3.7,5.2
GFDL-CM3,rcp85,March,2059,1.1,2.6,4.7
GFDL-CM3,rcp85,March,2060,-3.3,-1.7,0.2
GFDL-CM3,rcp85,March,2061,2.7,4,5.5
GFDL-CM3,rcp85,March,2062,4.6,5.5,6.8
GFDL-CM3,rcp85,March,2063,3.9,5.2,7
GFDL-CM3,rcp85,March,2064,-0.8,0.4,2
GFDL-CM3,rcp85,March,2065,-2.2,-0.6,1.6
GFDL-CM3,rcp85,March,2066,4.6,5.6,7.1
GFDL-CM3,rcp85,March,2067,1.9,3.3,5.1
GFDL-CM3,rcp85,March,2068,2.9,4.1,5.8
GFDL-CM3,rcp85,March,2069,2.7,4.1,5.7
GFDL-CM3,rcp85,March,2070,4.2,5.1,6.5
GFDL-CM3,rcp85,March,2071,3.6,4.8,6.5
GFDL-CM3,rcp85,March,2072,-0.8,0.7,2.6
GFDL-CM3,rcp85,March,2073,0.3,2,4.1
GFDL-CM3,rcp85,March,2074,4.1,5.4,7.2
GFDL-CM3,rcp85,March,2075,3.6,4.6,5.9
GFDL-CM3,rcp85,March,2076,4.5,5.6,7
GFDL-CM3,rcp85,March,2077,4.6,5.7,7.1
GFDL-CM3,rcp85,March,2078,0.6,2.1,4.2
GFDL-CM3,rcp85,March,2079,2.7,3.9,5.6
GFDL-CM3,rcp85,March,2080,3.9,5,6.4
GFDL-CM3,rcp85,March,2081,-0.5,0.8,2.5
GFDL-CM3,rcp85,March,2082,4,5.3,7.2
GFDL-CM3,rcp85,March,2083,7.2,7.9,9
GFDL-CM3,rcp85,March,2084,0.4,1.8,3.5
GFDL-CM3,rcp85,March,2085,6.9,7.4,8.1
GFDL-CM3,rcp85,March,2086,3.6,4.9,6.6
GFDL-CM3,rcp85,March,2087,2.7,4,5.6
GFDL-CM3,rcp85,March,2088,1.2,2.6,4.6
GFDL-CM3,rcp85,March,2089,6.8,7.7,8.7
GFDL-CM3,rcp85,March,2090,0.9,2,3.5
GFDL-CM3,rcp85,March,2091,3.8,5.1,6.8
GFDL-CM3,rcp85,March,2092,2.2,3.3,4.8
GFDL-CM3,rcp85,March,2093,5,6,7.3
GFDL-CM3,rcp85,March,2094,3.3,4.5,6.1
GFDL-CM3,rcp85,March,2095,3.2,4.3,5.9
GFDL-CM3,rcp85,March,2096,0.5,2,3.9
GFDL-CM3,rcp85,March,2097,5.8,6.7,7.9
GFDL-CM3,rcp85,March,2098,5,6.2,7.9
GFDL-CM3,rcp85,March,2099,5,6.2,7.7
GFDL-CM3,rcp85,March,2100,4.3,5.6,7.4
GFDL-CM3,rcp85,April,2006,3.7,4.7,6.2
GFDL-CM3,rcp85,April,2007,3.5,4.9,6.4
GFDL-CM3,rcp85,April,2008,4.6,5.5,6.7
GFDL-CM3,rcp85,April,2009,5.3,6.7,8
GFDL-CM3,rcp85,April,2010,1.8,3.2,4.8
GFDL-CM3,rcp85,April,2011,1.7,3.3,5.2
GFDL-CM3,rcp85,April,2012,3,4.4,6
GFDL-CM3,rcp85,April,2013,2.9,4.5,6.2
GFDL-CM3,rcp85,April,2014,4.3,5.3,6.4
GFDL-CM3,rcp85,April,2015,2.8,4.3,6
GFDL-CM3,rcp85,April,2016,3.5,5,6.5
GFDL-CM3,rcp85,April,2017,3.1,4.7,6.5
GFDL-CM3,rcp85,April,2018,6.7,7.6,8.5
GFDL-CM3,rcp85,April,2019,5,5.9,7.2
GFDL-CM3,rcp85,April,2020,1.9,3.4,5.2
GFDL-CM3,rcp85,April,2021,1.5,2.8,4.6
GFDL-CM3,rcp85,April,2022,4.8,6,7.4
GFDL-CM3,rcp85,April,2023,1.3,2.7,4.2
GFDL-CM3,rcp85,April,2024,2.9,4.2,5.6
GFDL-CM3,rcp85,April,2025,1.3,2.8,4.7
GFDL-CM3,rcp85,April,2026,6.9,7.7,8.5
GFDL-CM3,rcp85,April,2027,5.1,6.3,7.7
GFDL-CM3,rcp85,April,2028,2.9,4.3,5.8
GFDL-CM3,rcp85,April,2029,3.6,5,6.7
GFDL-CM3,rcp85,April,2030,5.9,6.9,8.1
GFDL-CM3,rcp85,April,2031,4.1,5,6.4
GFDL-CM3,rcp85,April,2032,2.4,3.6,5
GFDL-CM3,rcp85,April,2033,5.1,6.3,7.6
GFDL-CM3,rcp85,April,2034,3.3,4.6,6
GFDL-CM3,rcp85,April,2035,3.4,4.6,6
GFDL-CM3,rcp85,April,2036,5.4,6.8,8.3
GFDL-CM3,rcp85,April,2037,4.1,5.6,7.5
GFDL-CM3,rcp85,April,2038,6.2,7,8.2
GFDL-CM3,rcp85,April,2039,5,6,7.4
GFDL-CM3,rcp85,April,2040,1.1,2.7,4.6
GFDL-CM3,rcp85,April,2041,5.4,6.5,7.8
GFDL-CM3,rcp85,April,2042,2.7,4.1,5.8
GFDL-CM3,rcp85,April,2043,5.3,6.5,7.9
GFDL-CM3,rcp85,April,2044,8.2,9.1,10
GFDL-CM3,rcp85,April,2045,4.8,5.8,7.2
GFDL-CM3,rcp85,April,2046,5.4,6.5,7.8
GFDL-CM3,rcp85,April,2047,5.4,6.5,7.7
GFDL-CM3,rcp85,April,2048,5.7,6.9,8.4
GFDL-CM3,rcp85,April,2049,4.7,5.9,7.3
GFDL-CM3,rcp85,April,2050,5.3,6.7,8.2
GFDL-CM3,rcp85,April,2051,7.6,8.5,9.7
GFDL-CM3,rcp85,April,2052,6.1,6.8,7.9
GFDL-CM3,rcp85,April,2053,7.8,8.8,9.9
GFDL-CM3,rcp85,April,2054,0.8,2.7,5.1
GFDL-CM3,rcp85,April,2055,5.3,6.4,7.7
GFDL-CM3,rcp85,April,2056,6.6,7.6,8.7
GFDL-CM3,rcp85,April,2057,5.8,7.1,8.7
GFDL-CM3,rcp85,April,2058,5.3,6.5,7.8
GFDL-CM3,rcp85,April,2059,2.7,4.2,6.1
GFDL-CM3,rcp85,April,2060,3.2,4.7,6.4
GFDL-CM3,rcp85,April,2061,6.8,7.9,9.3
GFDL-CM3,rcp85,April,2062,4.6,6.1,7.9
GFDL-CM3,rcp85,April,2063,8,9,10.1
GFDL-CM3,rcp85,April,2064,6.5,7.5,8.7
GFDL-CM3,rcp85,April,2065,4,5.4,7.1
GFDL-CM3,rcp85,April,2066,6.3,7.4,8.8
GFDL-CM3,rcp85,April,2067,7.1,8.4,9.9
GFDL-CM3,rcp85,April,2068,7.4,8.6,9.9
GFDL-CM3,rcp85,April,2069,3.8,5.2,6.8
